 7.60  -0.8444689E+00  -0.4810075E-01  -0.3054611E-01  -0.1726196E-01   0.8511536E-02  -0.1518330E-01   0.2662810E-02  -0.2235649E-02  -0.9703697E-03   0.6320726E-04  -0.7841063E-04   0.1045827E-04
 7.70  -0.7783855E+00  -0.4329436E-01  -0.2816669E-01  -0.1583070E-01   0.7658315E-02  -0.1377287E-01   0.2347501E-02  -0.1982643E-02  -0.8908105E-03   0.5486223E-04  -0.6706650E-04   0.8086090E-05
 7.80  -0.7183136E+00  -0.3903073E-01  -0.2599973E-01  -0.1453607E-01   0.6902323E-02  -0.1251252E-01   0.2072087E-02  -0.1761478E-02  -0.8173730E-03   0.4736140E-04  -0.5710851E-04   0.5867130E-05
 7.90  -0.6636322E+00  -0.3524432E-01  -0.2402488E-01  -0.1336331E-01   0.6231457E-02  -0.1138430E-01   0.1831459E-02  -0.1567920E-02  -0.7496658E-03   0.4068032E-04  -0.4841500E-04   0.3860388E-05
 8.00  -0.6137911E+00  -0.3187756E-01  -0.2222370E-01  -0.1229944E-01   0.5635190E-02  -0.1037262E-01   0.1621138E-02  -0.1398299E-02  -0.6873182E-03   0.3477650E-04  -0.4086424E-04   0.2095653E-05
 8.10  -0.5683031E+00  -0.2887999E-01  -0.2057952E-01  -0.1133302E-01   0.5104366E-02  -0.9463907E-02   0.1437203E-02  -0.1249436E-02  -0.6299759E-03   0.2959619E-04  -0.3433775E-04   0.5820310E-06
 8.20  -0.5267353E+00  -0.2620734E-01  -0.1907726E-01  -0.1045397E-01   0.4631020E-02  -0.8646336E-02   0.1276228E-02  -0.1118585E-02  -0.5772987E-03   0.2507945E-04  -0.2872264E-04  -0.6855328E-06
 8.30  -0.4887029E+00  -0.2382088E-01  -0.1770333E-01  -0.9653348E-02   0.4208217E-02  -0.7909581E-02   0.1135222E-02  -0.1003369E-02  -0.5289601E-03   0.2116386E-04  -0.2391307E-04  -0.1721316E-05
 8.40  -0.4538635E+00  -0.2168667E-01  -0.1644550E-01  -0.8923251E-02   0.3829921E-02  -0.7244617E-02   0.1011582E-02  -0.9017406E-03  -0.4846470E-03   0.1778729E-04  -0.1981119E-04  -0.2545150E-05
 8.50  -0.4219115E+00  -0.1977501E-01  -0.1529272E-01  -0.8256662E-02   0.3490873E-02  -0.6643538E-02   0.9030448E-03  -0.8119288E-03  -0.4440604E-03   0.1488973E-04  -0.1632758E-04  -0.3179745E-05
