R,a.u.   0,   0,   0,   0,     0,   0,   2,   2,     0,   0,   4,   4,     1,   0,   0,   1,     1,   0,   2,   1,     1,   0,   2,   3,     1,   0,   4,   3,     1,   0,   4,   5,     1,   0,   6,   7,     2,   0,   0,   2,     2,   0,   2,   0,     2,   0,   2,   2,     2,   0,   2,   4,     2,   0,   4,   6,     2,   2,   0,   2,     2,   2,   2,   0,     2,   2,   2,   1,     2,   2,   2,   2,     2,   2,   2,   3,     2,   2,   2,   4,     2,   2,   4,   6,     2,   2,   6,   8,     3,   0,   0,   3,     3,   0,   2,   1,     3,   0,   2,   3,     3,   0,   2,   5,     3,   0,   4,   7,     3,   2,   0,   3,     3,   2,   2,   1,     3,   2,   2,   3,     3,   2,   2,   4,     3,   2,   2,   5,     3,   2,   4,   7,     3,   2,   6,   9,     4,   0,   0,   4,     4,   0,   2,   4,     4,   0,   2,   6,     4,   0,   4,   8,     4,   2,   0,   4,     4,   2,   2,   2,     4,   2,   2,   4,     4,   2,   2,   6,     4,   2,   4,   8,     4,   4,   0,   4,     4,   4,   2,   2,     4,   4,   2,   4,     4,   4,   2,   5,     4,   4,   2,   6,     4,   4,   4,   8,     5,   0,   0,   5,     5,   0,   2,   7,     5,   2,   0,   5,     5,   2,   2,   7,     5,   4,   0,   5,     5,   4,   2,   5,     5,   4,   2,   7,     5,   4,   4,   9,     6,   0,   0,   6,     6,   0,   2,   8,     6,   0,   4,  10,     6,   2,   0,   6,     6,   2,   2,   8,     6,   2,   4,  10,     6,   4,   0,   6,     6,   4,   2,   8,     6,   4,   4,  10,     6,   6,   0,   6,     6,   6,   2,   8,     6,   6,   4,  10,     7,   0,   0,   7,     7,   0,   2,   9,     7,   2,   0,   7,     7,   2,   2,   9,     7,   2,   4,  11,     7,   4,   0,   7,     7,   4,   2,   9,     7,   6,   0,   7,     7,   6,   2,   9,     7,   6,   4,  11,     8,   6,   0,   8,     8,   6,   2,  10,     9,   4,   2,  11,     9,   6,   2,  11,   
 3.000  0.290901925667E+06    0.345715766093E+05    0.436428700640E+04    0.111323969924E+06   -0.839901130721E+04    0.510033533350E+05   -0.216698567142E+04    0.728188099602E+04    0.108246809216E+04    0.337658452573E+04    0.767978600097E+03   -0.144016405990E+04   -0.237826491123E+04   -0.885290933177E+03    0.875169037359E+05    0.323043190309E+04   -0.937064979389E+03   -0.558984236671E+04   -0.145847475382E+04    0.603522682026E+05    0.863730140114E+04    0.106199314324E+04   -0.772070205145E+05   -0.200809616963E+04    0.509930673833E+04   -0.457158789308E+05   -0.110620909451E+05    0.107718346936E+06    0.284917371900E+04   -0.904757113346E+04   -0.595620953273E+03    0.624630538427E+05    0.148392432309E+05    0.275132849275E+04   -0.452055499293E+05    0.525828199641E+04   -0.406724492877E+05   -0.122876700526E+05    0.422871412295E+05    0.248355627162E+04   -0.576922566789E+04    0.380588246077E+05    0.112816823482E+05    0.328551344108E+05    0.222218238663E+04   -0.423037770362E+04    0.450688201410E+03    0.296511496913E+05    0.777672223512E+04   -0.600898135975E+04   -0.755339817081E+04   -0.781933146164E+03   -0.149985770214E+04    0.375195886621E+05   -0.561060054422E+04    0.419146417654E+05    0.129273945442E+05    0.126946663508E+05    0.155696101651E+05    0.689139090674E+04   -0.169410495360E+05   -0.222179926346E+05   -0.964186664984E+04    0.245113706399E+05    0.337746747474E+05    0.139167415016E+05    0.710786282219E+04    0.902274608418E+04    0.323632864358E+04    0.911846107529E+04    0.141023510129E+05   -0.906076236054E+04   -0.138881432994E+05   -0.573320112607E+04    0.656078455100E+04    0.929026962204E+04    0.943602184034E+04    0.137453434244E+05    0.603767757633E+04    0.768591790541E+04    0.128386065587E+05   -0.644358521569E+04    0.743710154611E+04   
 3.136  0.229604581515E+06    0.273652046866E+05    0.348755032391E+04    0.879476924167E+05   -0.669840541125E+04    0.403535820921E+05   -0.174824040351E+04    0.581817283750E+04    0.877877935717E+03    0.264323529520E+04    0.628069873658E+03   -0.117336150365E+04   -0.185863576566E+04   -0.707183713992E+03    0.693506452530E+05    0.256250538284E+04   -0.738501140382E+03   -0.446577018296E+04   -0.115327677578E+04    0.477948226005E+05    0.688273966472E+04    0.856910316308E+03   -0.611461238535E+05   -0.160963600382E+04    0.404861464916E+04   -0.363482862627E+05   -0.887562556639E+04    0.853353124214E+05    0.229036724512E+04   -0.722657169165E+04   -0.484117515641E+03    0.496940503195E+05    0.119121365982E+05    0.223468297291E+04   -0.359473065591E+05    0.421336944998E+04   -0.324526345039E+05   -0.989331952851E+04    0.336401980612E+05    0.201410609177E+04   -0.463390777951E+04    0.303923329831E+05    0.908803248925E+04    0.261586824794E+05    0.178824971871E+04   -0.339524137075E+04    0.380762904545E+03    0.236419483626E+05    0.624082675990E+04   -0.480907100581E+04   -0.608056854679E+04   -0.610807236009E+03   -0.116615821766E+04    0.299717942127E+05   -0.451394110207E+04    0.335364133376E+05    0.104138746287E+05    0.101585959071E+05    0.124798878233E+05    0.557026204207E+04   -0.135709892115E+05   -0.178238364113E+05   -0.779090463127E+04    0.196431873170E+05    0.271291497366E+05    0.112542276017E+05    0.568461140963E+04    0.723335560605E+04    0.261551038691E+04    0.731021009145E+04    0.113347178192E+05   -0.726844878077E+04   -0.111637054559E+05   -0.463490130043E+04    0.526377688785E+04    0.746869434276E+04    0.756844443300E+04    0.110556408982E+05    0.489290116188E+04    0.618261432608E+04    0.103615518392E+05   -0.521602537490E+04    0.602034977078E+04   
 3.271  0.181049691656E+06    0.214307090426E+05    0.267017028877E+04    0.692143706146E+05   -0.515374934408E+04    0.316549179044E+05   -0.130907758325E+04    0.445733402108E+04    0.650396363215E+03    0.213159980617E+04    0.455433935703E+03   -0.859615556311E+03   -0.150106022897E+04   -0.541925875228E+03    0.541496580799E+05    0.199756211266E+04   -0.584917905820E+03   -0.342154801911E+04   -0.905338176646E+03    0.374015837647E+05    0.530449121592E+04    0.641806304191E+03   -0.478236645446E+05   -0.122414665989E+04    0.314511227551E+04   -0.281644751807E+05   -0.673054269365E+04    0.666985028408E+05    0.173020311982E+04   -0.553862567926E+04   -0.357078889784E+03    0.384501998516E+05    0.902338723334E+04    0.164873256182E+04   -0.278383795398E+05    0.320493363135E+04   -0.249308895719E+05   -0.744270250328E+04    0.260285754765E+05    0.149191510336E+04   -0.350619875432E+04    0.233045160269E+05    0.682887392126E+04    0.201940538105E+05    0.134773495350E+04   -0.257307077868E+04    0.255549404756E+03    0.181938232853E+05    0.472979486145E+04   -0.366962439858E+04   -0.457664016566E+04   -0.489472070226E+03   -0.948472862699E+03    0.229554915898E+05   -0.340252506882E+04    0.255943143123E+05    0.782300139274E+04    0.774618987248E+04    0.948307589059E+04    0.415239754342E+04   -0.103244572877E+05   -0.135182982349E+05   -0.581233184864E+04    0.149322007423E+05    0.205174515907E+05    0.838065480583E+04    0.434115721945E+04    0.549491798941E+04    0.195075233967E+04    0.555017306774E+04    0.855796797856E+04   -0.551087528041E+04   -0.842673152018E+04   -0.345296886522E+04    0.398972792273E+04    0.563599916665E+04    0.574075492819E+04    0.833492986495E+04    0.362631970449E+04    0.465829796063E+04    0.775091862602E+04   -0.387517832228E+04    0.447266895559E+04   
 3.407  0.141938288410E+06    0.161969298799E+05    0.177517786522E+04    0.539728210651E+05   -0.354244080117E+04    0.244140908777E+05   -0.764195924896E+03    0.299256215095E+04    0.368360723216E+03    0.195223762754E+04    0.211833046874E+03   -0.448187947555E+03   -0.133412660129E+04   -0.362763412841E+03    0.400042785616E+05    0.148474403132E+04   -0.475835553420E+03   -0.229055815414E+04   -0.692729444801E+03    0.283678005474E+05    0.366168225726E+04    0.380477997881E+03   -0.358827435429E+05   -0.791504099591E+03    0.223876494000E+04   -0.200805282968E+05   -0.422434699599E+04    0.498976568718E+05    0.107573304024E+04   -0.369994145471E+04   -0.200642532571E+03    0.271974183134E+05    0.563673090471E+04    0.895628601994E+03   -0.196911961504E+05    0.204643001645E+04   -0.168517482246E+05   -0.446847157369E+04    0.183434161868E+05    0.839551802897E+03   -0.218533657699E+04    0.156087802635E+05    0.407366313807E+04    0.139681627188E+05    0.828811481978E+03   -0.161098296138E+04    0.481001880321E+02    0.124343751103E+05    0.295058932480E+04   -0.240298747918E+04   -0.276259755682E+04   -0.362266768384E+03   -0.807601264250E+03    0.151553663264E+05   -0.207641175653E+04    0.166264610049E+05    0.463405621484E+04    0.495163319588E+04    0.599004199700E+04    0.235590352905E+04   -0.653489462390E+04   -0.845734507938E+04   -0.331507588491E+04    0.943488207443E+04    0.126517156804E+05    0.472950493743E+04    0.280727959506E+04    0.347186294009E+04    0.111443286068E+04    0.345618388861E+04    0.520210907258E+04   -0.340875849939E+04   -0.511339509271E+04   -0.194130283116E+04    0.246543117470E+04    0.341352518915E+04    0.356727167125E+04    0.504135448174E+04    0.199399344687E+04    0.278542145101E+04    0.448391478581E+04   -0.215500235191E+04    0.248787313766E+04   
 3.543  0.110991596643E+06    0.123553197599E+05    0.122421519173E+04    0.423698636478E+05   -0.253476512345E+04    0.192397515278E+05   -0.477054286567E+03    0.210446250325E+04    0.235463964920E+03    0.176829092089E+04    0.103264343499E+03   -0.266763152072E+03   -0.114639350349E+04   -0.253660027464E+03    0.297295164682E+05    0.113072613173E+04   -0.387272550003E+03   -0.159946208287E+04   -0.533545032027E+03    0.219736412647E+05    0.261277316743E+04    0.245453122524E+03   -0.272407791761E+05   -0.542718914953E+03    0.160504618771E+04   -0.147224997910E+05   -0.278816377016E+04    0.378265279955E+05    0.716888046692E+03   -0.256378398412E+04   -0.133267830435E+03    0.198206683593E+05    0.371467869120E+04    0.543666032223E+03   -0.142401734239E+05    0.136472440497E+04   -0.117805118577E+05   -0.285592540218E+04    0.132483117653E+05    0.531848334903E+03   -0.144305152455E+04    0.108541164541E+05    0.259332368585E+04    0.985405963031E+04    0.548943132233E+03   -0.106040694318E+04   -0.179824862213E+02    0.877804259991E+04    0.193119133279E+04   -0.165187763988E+04   -0.177859678228E+04   -0.227915131467E+03   -0.624094986594E+03    0.102938396310E+05   -0.134978431379E+04    0.112320306621E+05    0.291247373379E+04    0.324866056792E+04    0.394349786404E+04    0.143823157881E+04   -0.427299543865E+04   -0.553347190632E+04   -0.203274116041E+04    0.618250725644E+04    0.820617585275E+04    0.287802350415E+04    0.186468262151E+04    0.228959235249E+04    0.687375595392E+03    0.221702992115E+04    0.331603827167E+04   -0.217856824685E+04   -0.325320449899E+04   -0.116770556681E+04    0.157574331791E+04    0.216762064463E+04    0.229334725598E+04    0.321578882392E+04    0.119479268678E+04    0.173921491833E+04    0.277043019717E+04   -0.129533604280E+04    0.149625390779E+04   
 3.678  0.864249515821E+05    0.944346166587E+04    0.845176582859E+03    0.333091445110E+05   -0.183843167268E+04    0.153645030640E+05   -0.296500304933E+03    0.149889110097E+04    0.148819097423E+03    0.157730081325E+04    0.418402630996E+02   -0.159059697630E+03   -0.978321994010E+03   -0.180414160604E+03    0.220535570112E+05    0.865824320160E+03   -0.312995659437E+03   -0.112817295486E+04   -0.412555913820E+03    0.172231853673E+05    0.189059275645E+04    0.158862378213E+03   -0.207631855025E+05   -0.374097293063E+03    0.115782501880E+04   -0.109392908997E+05   -0.185559959913E+04    0.287979764561E+05    0.481140640522E+03   -0.178961760393E+04   -0.913928702149E+02    0.146386487242E+05    0.246818183726E+04    0.326242681672E+03   -0.103838774427E+05    0.912596463666E+03   -0.833444538156E+04   -0.183013258473E+04    0.964936615399E+04    0.334975561852E+03   -0.954894970352E+03    0.763813537404E+04    0.165593950894E+04    0.697382758153E+04    0.364287925195E+03   -0.698738740384E+03   -0.472607809384E+02    0.626847614998E+04    0.127378760454E+04   -0.114662822604E+04   -0.114812074460E+04   -0.137555381221E+03   -0.482871158931E+03    0.702115206076E+04   -0.875284021995E+03    0.765698405840E+04    0.183504039527E+04    0.213516176876E+04    0.261560207831E+04    0.877034877034E+03   -0.279827965118E+04   -0.364160258361E+04   -0.124414850682E+04    0.405541999473E+04    0.534679480049E+04    0.174484710813E+04    0.123948540130E+04    0.151757467340E+04    0.423188262486E+03    0.142193555671E+04    0.211983956483E+04   -0.139140587558E+04   -0.207434579158E+04   -0.700740203694E+03    0.100564479594E+04    0.137879428031E+04    0.147121467576E+04    0.205387567078E+04    0.711215564272E+03    0.108116144493E+04    0.170782181972E+04   -0.773702364718E+03    0.893925096932E+03   
 3.814  0.669879380526E+05    0.723040574386E+04    0.584676102083E+03    0.262063329052E+05   -0.135198327373E+04    0.124364731532E+05   -0.183607815989E+03    0.108414194367E+04    0.935703688896E+02    0.139080557237E+04    0.844389327671E+01   -0.963033553130E+02   -0.832197209398E+03   -0.130254540513E+03    0.163012844816E+05    0.665244805652E+03   -0.252082623135E+03   -0.803107196645E+03   -0.320036283014E+03    0.136637049506E+05    0.138837198793E+04    0.103779880171E+03   -0.158750640833E+05   -0.258684681721E+03    0.839930650717E+03   -0.824328061237E+04   -0.124856319974E+04    0.219980004826E+05    0.324697578459E+03   -0.125896469199E+04   -0.647116756640E+02    0.109666063390E+05    0.165824567022E+04    0.194438799455E+03   -0.763404034639E+04    0.611347583865E+03   -0.597791656836E+04   -0.117941953109E+04    0.708689428645E+04    0.207916202329E+03   -0.632981355480E+03    0.544968590143E+04    0.106422109501E+04    0.494706213398E+04    0.241477543573E+03   -0.460164627897E+03   -0.559292916257E+02    0.453468910826E+04    0.848881530393E+03   -0.805775261313E+03   -0.746113723297E+03   -0.764053306674E+02   -0.373294449457E+03    0.480996933452E+04   -0.564373575180E+03    0.527784350535E+04    0.116245649701E+04    0.140601172179E+04    0.175085116145E+04    0.535750205466E+03   -0.183650859429E+04   -0.241542208726E+04   -0.762104472193E+03    0.266476158232E+04    0.350744175081E+04    0.105658786098E+04    0.824554683642E+03    0.101292018754E+04    0.260632319248E+03    0.912067041087E+03    0.136073816345E+04   -0.888792736757E+03   -0.132762158712E+04   -0.420228391743E+03    0.641362166905E+03    0.879971699622E+03    0.941629638916E+03    0.131522539085E+04    0.421659457963E+03    0.669236454159E+03    0.105168529920E+04   -0.459595075462E+03    0.531114762032E+03   
 3.950  0.516590562910E+05    0.554601322095E+04    0.409274766739E+03    0.206210463763E+05   -0.101190667380E+04    0.102032598202E+05   -0.116245390620E+03    0.802984052617E+03    0.617500704885E+02    0.121346364948E+04   -0.691737076872E+01   -0.637364316751E+02   -0.705966435376E+03   -0.954821560087E+02    0.119964438620E+05    0.512889806682E+03   -0.202952437157E+03   -0.579586026772E+03   -0.248898077535E+03    0.109757105747E+05    0.103788256499E+04    0.705430777873E+02   -0.121711898643E+05   -0.181314753859E+03    0.612856273293E+03   -0.631268919150E+04   -0.860279928967E+03    0.168558718547E+05    0.223389070058E+03   -0.898403308136E+03   -0.483680754671E+02    0.835588013781E+04    0.114241541805E+04    0.121958698981E+03   -0.566717527721E+04    0.413967792177E+03   -0.437040101354E+04   -0.780665204030E+03    0.525841110885E+04    0.130608310491E+03   -0.426225432878E+03    0.396730399340E+04    0.704004586449E+03    0.352390012817E+04    0.162029626929E+03   -0.305992246757E+03   -0.516029174996E+02    0.333902537904E+04    0.578710496454E+03   -0.579263627229E+03   -0.499742009742E+03   -0.327711471699E+02   -0.284691869170E+03    0.332687707113E+04   -0.366775384154E+03    0.370954603722E+04    0.755733034553E+03    0.933198873030E+03    0.119427233347E+04    0.337622545256E+03   -0.121843028050E+04   -0.163418678185E+04   -0.480993721234E+03    0.177171085234E+04    0.235133098451E+04    0.660083948052E+03    0.552509295821E+03    0.688882924899E+03    0.165292689048E+03    0.589987316594E+03    0.889378767896E+03   -0.573859278871E+03   -0.865609290569E+03   -0.258813129441E+03    0.413336276499E+03    0.572245838916E+03    0.607348443328E+03    0.858646685351E+03    0.259205245384E+03    0.418906757571E+03    0.663004782320E+03   -0.280844796299E+03    0.324886396182E+03   
 4.085  0.396031792064E+05    0.425196059003E+04    0.289775139925E+03    0.162117606822E+05   -0.768189664353E+03    0.847304536860E+04   -0.749083968137E+02    0.606863063140E+03    0.419244910121E+02    0.104669823517E+04   -0.135782123516E+02   -0.455321693839E+02   -0.599429712782E+03   -0.706794033350E+02    0.877157555553E+04    0.396181752155E+03   -0.163140432462E+03   -0.422818817224E+03   -0.194020758558E+03    0.891402044571E+04    0.787950451531E+03    0.493094732878E+02   -0.934433230328E+04   -0.129036004020E+03    0.451028150532E+03   -0.490409408541E+04   -0.604566039521E+03    0.129334497431E+05    0.156696285256E+03   -0.649904742213E+03   -0.369007728023E+02    0.646264599255E+04    0.803582271344E+03    0.790859960235E+02   -0.423893700741E+04    0.282859354214E+03   -0.325105856976E+04   -0.527642686397E+03    0.393185325504E+04    0.811801450518E+02   -0.290273315820E+03    0.293989903209E+04    0.476499386017E+03    0.251270773170E+04    0.108809130690E+03   -0.204312888883E+03   -0.437426114872E+02    0.249784270063E+04    0.401838935221E+03   -0.424262804241E+03   -0.343913671603E+03   -0.401268098137E+01   -0.216454721634E+03    0.231627634162E+04   -0.237916301656E+03    0.265278773730E+04    0.501069558392E+03    0.622721633951E+03    0.827642829098E+03    0.217320398797E+03   -0.814706604132E+03   -0.112431163729E+04   -0.309769261323E+03    0.118761511054E+04    0.160510542942E+04    0.421459423637E+03    0.371851717517E+03    0.476419317758E+03    0.106537276311E+03    0.383873367939E+03    0.589935903569E+03   -0.373561648459E+03   -0.573342565808E+03   -0.162476170061E+03    0.268294706426E+03    0.378146132286E+03    0.393233418217E+03    0.568791510156E+03    0.162884142424E+03    0.263486071447E+03    0.424646023676E+03   -0.174801500980E+03    0.202623000808E+03   
 4.221  0.301517777670E+05    0.325005026741E+04    0.207336481476E+03    0.127204963728E+05   -0.589259477419E+03    0.711148600348E+04   -0.485989500004E+02    0.465983927071E+03    0.283049324068E+02    0.892371430576E+03   -0.162557105681E+02   -0.339101439813E+02   -0.510694301173E+03   -0.526239517705E+02    0.635573949676E+04    0.306423552088E+03   -0.130891390044E+03   -0.310925635369E+03   -0.151561227556E+03    0.730883262583E+04    0.605878493232E+03    0.347553755403E+02   -0.717275519134E+04   -0.935606910080E+02    0.335682235921E+03   -0.385661208997E+04   -0.430489610754E+03    0.991900099325E+04    0.112269029049E+03   -0.476144249440E+03   -0.278742737973E+02    0.506166304007E+04    0.573034845881E+03    0.508486561280E+02   -0.318628925123E+04    0.194643858860E+03   -0.245379540092E+04   -0.359987227710E+03    0.295401808738E+04    0.483035240219E+02   -0.198772864637E+03    0.220989409999E+04    0.325957985216E+03    0.178626344778E+04    0.722696249326E+02   -0.136053893013E+03   -0.363133076315E+02    0.189340497333E+04    0.282123465725E+03   -0.314696634602E+03   -0.241073883539E+03    0.133209917574E+02   -0.165592590847E+03    0.161589337350E+04   -0.152133703688E+03    0.192280823585E+04    0.334255015177E+03    0.415718846651E+03    0.579686173146E+03    0.139633488681E+03   -0.545746889689E+03   -0.781981747562E+03   -0.199095988098E+03    0.797225151028E+03    0.110768834000E+04    0.268497174691E+03    0.250074314823E+03    0.333685261963E+03    0.680501549551E+02    0.249594746759E+03    0.394025435875E+03   -0.243513959322E+03   -0.382884636132E+03   -0.101625075011E+03    0.174092833466E+03    0.252020086457E+03    0.253549921493E+03    0.378726658230E+03    0.101054380475E+03    0.164080825801E+03    0.271450057379E+03   -0.107754338791E+03    0.125357872511E+03   
