 -3.8887214e+002  2.4656610e+002 -4.8539883e+001  3.9896362e+000 -1.2380885e-001
  1.1715378e+005 -7.5824596e+004  1.8661957e+004 -2.0626680e+003  8.3541799e+001
 -3.3335369e+003  1.7523191e+003 -3.1373897e+002  2.4712960e+001 -7.5818382e-001
  2.5546091e+004 -1.5261413e+004  3.5282321e+003 -3.7999674e+002  1.5538717e+001
 -1.1793498e+003  6.4077178e+002 -1.2309052e+002  1.0244362e+001 -3.1577471e-001
  1.3621157e+003 -3.7730227e+002  1.4579820e+001  7.6419930e-001  0.0000000e+000
 -1.1715378e+005  7.5824596e+004 -1.8661957e+004  2.0626680e+003 -8.3541799e+001
  6.6392714e+002 -4.5452164e+002  7.9282020e+001 -3.2574716e+000 -2.8018590e-002
  9.1643669e+002 -1.2716029e+002 -1.6664178e+001  1.4344377e+000  6.3039431e-002
  1.1114567e+003 -3.8507101e+002  4.0675196e+001 -1.4075649e+000  0.0000000e+000
 -6.2367186e+003  2.8059490e+003 -4.6305540e+002  3.5524201e+001 -1.1057698e+000
 -1.9958892e+006  1.0706612e+006 -1.9079139e+005  1.0907329e+004  6.5837292e+001
  4.0914990e+004 -2.3494390e+004  5.3568092e+003 -5.6114687e+002  2.1414002e+001
  8.7708262e+005 -4.6691860e+005  8.2250755e+004 -4.4146686e+003 -6.5601376e+001
 -1.0605423e+004  1.9926146e+003  2.0054174e+000  0.0000000e+000  0.0000000e+000
  3.8031185e+003 -1.3987749e+003  9.5636022e+001  4.4085498e+000  0.0000000e+000
  1.5752255e+003 -8.1768916e+002  1.5667605e+002 -1.3178166e+001  4.1028198e-001
 -3.3335369e+003  1.7523191e+003 -3.1373897e+002  2.4712960e+001 -7.5818382e-001
 -1.1114567e+003  3.8507101e+002 -4.0675196e+001  1.4075649e+000  0.0000000e+000
  6.2367186e+003 -2.8059490e+003  4.6305540e+002 -3.5524201e+001  1.1057698e+000
 -1.9716969e+006  1.0309670e+006 -1.7519100e+005  8.5064956e+003  2.1401772e+002
  4.8562012e+004 -2.2831972e+004  3.7335328e+003 -1.9934123e+002 -7.8724603e+000
 -1.8645836e+006  1.1805683e+006 -2.8060263e+005  2.9659227e+004 -1.1575812e+003
  3.0554635e+002 -1.1272991e+002  1.3525636e+001 -5.4320506e-001  0.0000000e+000
 -1.2505782e+003  6.0325091e+002 -1.0742932e+002  8.4940987e+000 -2.5249185e-001
  7.4369203e+003 -3.8187768e+003  7.1430935e+002 -5.8836647e+001  1.8102355e+000
 -3.7718349e+002  9.9992091e+001 -6.1714671e+000  4.3380048e-004  0.0000000e+000
  1.4932872e+003 -7.5064613e+002  1.3896430e+002 -1.1344110e+001  3.4519387e-001
 -3.5530472e+004  7.6325017e+003  1.1050352e+001  0.0000000e+000  0.0000000e+000
 -9.2932471e+004  3.0314769e+004 -1.9884693e+003 -5.4164422e+001  0.0000000e+000
 -4.8871050e+002  1.2957636e+002 -7.0203276e+000 -1.6159256e-001  0.0000000e+000
  4.9381776e+004 -9.8860037e+003 -2.2107210e+001  0.0000000e+000  0.0000000e+000
 -2.5546091e+004  1.5261413e+004 -3.5282321e+003  3.7999674e+002 -1.5538717e+001
 -1.9958892e+006  1.0706612e+006 -1.9079139e+005  1.0907329e+004  6.5837292e+001
  4.0914990e+004 -2.3494390e+004  5.3568092e+003 -5.6114687e+002  2.1414002e+001
 -3.0554635e+002  1.1272991e+002 -1.3525636e+001  5.4320506e-001  0.0000000e+000
