  1.2505782e+003 -6.0325091e+002  1.0742932e+002 -8.4940987e+000  2.5249185e-001
 -7.4369203e+003  3.8187768e+003 -7.1430935e+002  5.8836647e+001 -1.8102355e+000
  6.9648663e+001 -4.3332042e+001  9.4780624e+000 -8.7717690e-001  2.9280395e-002
  1.4771532e+001  3.4586697e+000 -2.4651878e+000  3.3001872e-001 -1.3270821e-002
 -2.0140124e+003  3.3570752e+002  1.1578044e-001  0.0000000e+000  0.0000000e+000
  2.2366444e+004 -4.2684176e+003 -5.8421564e+000  0.0000000e+000  0.0000000e+000
 -1.0988407e+003  6.3244919e+002 -1.3191986e+002  1.1888279e+001 -3.9229465e-001
  3.1505208e+003 -1.8986229e+003  4.0677137e+002 -3.7216328e+001  1.2435685e+000
  5.3403493e+003 -9.0664065e+002 -9.2318898e-001  0.0000000e+000  0.0000000e+000
 -1.7253566e+004  9.2053402e+003 -1.7977829e+003  1.5410215e+002 -4.8995406e+000
  1.5321379e+006 -3.0076495e+005 -1.6041300e+002  0.0000000e+000  0.0000000e+000
 -3.3969207e+005  8.6057689e+004 -3.7992377e+002 -6.3885068e+002  0.0000000e+000
 -6.6410785e+002  2.7074091e+002 -3.6787648e+001  1.6737779e+000  0.0000000e+000
  4.9327538e+004 -2.6607191e+004  5.2983211e+003 -4.6466343e+002  1.5166626e+001
 -1.1793498e+003  6.4077178e+002 -1.2309052e+002  1.0244362e+001 -3.1577471e-001
 -8.7708262e+005  4.6691860e+005 -8.2250755e+004  4.4146686e+003  6.5601376e+001
  1.0605423e+004 -1.9926146e+003 -2.0054174e+000  0.0000000e+000  0.0000000e+000
 -3.7718349e+002  9.9992091e+001 -6.1714671e+000  4.3380048e-004  0.0000000e+000
  1.4932872e+003 -7.5064613e+002  1.3896430e+002 -1.1344110e+001  3.4519387e-001
 -3.5530472e+004  7.6325017e+003  1.1050352e+001  0.0000000e+000  0.0000000e+000
  1.0988407e+003 -6.3244919e+002  1.3191986e+002 -1.1888279e+001  3.9229465e-001
 -3.1505208e+003  1.8986229e+003 -4.0677137e+002  3.7216328e+001 -1.2435685e+000
 -5.3403493e+003  9.0664065e+002  9.2318898e-001  0.0000000e+000  0.0000000e+000
  1.7253566e+004 -9.2053402e+003  1.7977829e+003 -1.5410215e+002  4.8995406e+000
  7.2268802e+003 -1.4439021e+003 -1.5650203e+002  2.9747285e+001  0.0000000e+000
 -3.6841151e+004  9.2457738e+003  1.8451415e+002 -1.0397930e+002  0.0000000e+000
  5.7455139e+004 -2.0480420e+004  1.5271059e+003  3.5574450e+001  0.0000000e+000
  1.4737027e+004 -2.5458106e+003 -4.1402661e+000  0.0000000e+000  0.0000000e+000
 -7.1833921e+004  3.8869312e+004 -7.6513902e+003  6.5878753e+002 -2.0894045e+001
 -7.2088756e+002  3.9823418e+002 -8.0526703e+001  7.0796779e+000 -2.2842962e-001
  1.6622811e+003 -9.2217882e+002  1.8733213e+002 -1.6560626e+001  5.3809160e-001
 -6.9443060e+006  2.0378819e+006 -1.2750790e+005  0.0000000e+000  0.0000000e+000
 -1.1008464e+003  5.6435895e+002 -1.0739631e+002  8.9917533e+000 -2.7910870e-001
  2.3436878e+005 -4.6750039e+004 -1.6127323e+002  0.0000000e+000  0.0000000e+000
 -1.3621157e+003  3.7730227e+002 -1.4579820e+001 -7.6419930e-001  0.0000000e+000
  3.8031185e+003 -1.3987749e+003  9.5636022e+001  4.4085498e+000  0.0000000e+000
  1.5752255e+003 -8.1768916e+002  1.5667605e+002 -1.3178166e+001  4.1028198e-001
  9.2932471e+004 -3.0314769e+004  1.9884693e+003  5.4164422e+001  0.0000000e+000
  4.8871050e+002 -1.2957636e+002  7.0203276e+000  1.6159256e-001  0.0000000e+000
 -4.9381776e+004  9.8860037e+003  2.2107210e+001  0.0000000e+000  0.0000000e+000
  1.5321379e+006 -3.0076495e+005 -1.6041300e+002  0.0000000e+000  0.0000000e+000
 -3.3969207e+005  8.6057689e+004 -3.7992377e+002 -6.3885068e+002  0.0000000e+000
 -6.6410785e+002  2.7074091e+002 -3.6787648e+001  1.6737779e+000  0.0000000e+000
  4.9327538e+004 -2.6607191e+004  5.2983211e+003 -4.6466343e+002  1.5166626e+001
  7.2088756e+002 -3.9823418e+002  8.0526703e+001 -7.0796779e+000  2.2842962e-001
 -1.6622811e+003  9.2217882e+002 -1.8733213e+002  1.6560626e+001 -5.3809160e-001
  6.9443060e+006 -2.0378819e+006  1.2750790e+005  0.0000000e+000  0.0000000e+000
  1.1008464e+003 -5.6435895e+002  1.0739631e+002 -8.9917533e+000  2.7910870e-001
 -2.3436878e+005  4.6750039e+004  1.6127323e+002  0.0000000e+000  0.0000000e+000
  1.4507120e+005 -4.5296313e+004  3.3433767e+003  0.0000000e+000  0.0000000e+000
 -2.7786488e+006  5.3751581e+005  1.3131983e+001  0.0000000e+000  0.0000000e+000
  4.7674666e+006 -9.1902003e+005 -7.6928887e+002  0.0000000e+000  0.0000000e+000
 -1.2369352e+003  6.8079398e+002 -1.3753176e+002  1.2103185e+001 -3.9156633e-001
 -2.1877305e+003  5.2600026e+002 -1.1471585e+001 -2.6492291e+000  0.0000000e+000
  8.9826747e+003 -4.9015772e+003  9.8197290e+002 -8.5812027e+001  2.7610696e+000
