 -1.9271883e+002 -6.2540980e+000
  1.6195612e+003 -7.3975753e+000
 -1.0514650e+003 -7.1601097e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
 -1.6195612e+003 -7.3975753e+000
 -7.1878283e+003 -8.8969345e+000
 -5.7149304e-002 -2.9048637e+000
  2.0847025e+004 -9.1169136e+000
  4.1118252e-001 -3.8125166e+000
  0.0000000e+000  1.0000000e+000
 -1.8148953e+000 -4.8839694e+000
  0.0000000e+000  1.0000000e+000
  4.9528102e+000 -5.7779434e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
 -1.0514650e+003 -7.1601097e+000
 -2.0847025e+004 -9.1169136e+000
 -4.1118252e-001 -3.8125166e+000
 -6.9841918e+003 -9.0467540e+000
  2.3548631e+007 -1.1743348e+001
  4.5249149e+001 -4.9409463e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
 -2.2381834e+002 -5.9621494e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  9.0292856e+002 -6.9382634e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
 -1.2422704e+003 -7.7963391e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
 -1.8148953e+000 -4.8839694e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  2.2381834e+002 -5.9621494e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
 -1.1691393e+003 -6.9509182e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  5.9089494e+003 -7.9532064e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
 -6.0732926e+004 -9.4573924e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
 -4.9528102e+000 -5.7779434e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  9.0292856e+002 -6.9382634e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
 -5.9089494e+003 -7.9532064e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  2.3763706e+004 -8.8608864e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  1.2422704e+003 -7.7963391e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
 -6.0732926e+004 -9.4573924e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
  0.0000000e+000  1.0000000e+000
