          19          19
          20           6
          20          13
          20          20
          21           2
          21           5
          21          12
          21          16
          21          21
          22           3
          22          11
          22          17
          22          22
          23           4
          23           7
          23          14
          23          18
          23          23
          24          15
          24          24
          25           2
          25           5
          25          12
          25          16
          25          21
          25          25
          26           6
          26          13
          26          20
          26          26
          27           4
          27           7
          27          14
          27          18
          27          23
          27          27
          28          19
          28          28
