               1        1 -0.583403744012E-03
               1        2 -0.798148296437E-03
               2        1 -0.673242509534E-03
               2        2 -0.863100407916E-03
               4        1 -0.403726212967E-03
               4        2 -0.668244073480E-03
               5        1 -0.673242509534E-03
               5        2 -0.863100407916E-03
               6        1 -0.149442502677E-03
               6        2 -0.892704882512E-04
               7        1 -0.673242509534E-03
               7        2 -0.863100407916E-03
              10        1 -0.403726212967E-03
              10        2 -0.668244073480E-03
              11        1  0.149442502677E-03
              11        2  0.892704882512E-04
              12        1 -0.673242509534E-03
              12        2 -0.863100407916E-03
              15        1 -0.582825702787E-03
              15        2 -0.797792965032E-03
              16        1 -0.870138041333E-04
              16        2 -0.403687100654E-04
              19        1 -0.584559826462E-03
              19        2 -0.798858959248E-03
              22        1 -0.582825702787E-03
              22        2 -0.797792965032E-03
              24        1  0.683331684389E-04
              24        2  0.366298874158E-04
              27        1 -0.583532543027E-03
              27        2 -0.798241284793E-03
              28        1 -0.504467276434E-04
              28        2 -0.203863495765E-04
              29        1  0.268023021496E-04
              29        2  0.186622749671E-04
              31        1 -0.538636415787E-03
              31        2 -0.765751343053E-03
              34        1 -0.284191109421E-06
              34        2  0.344531881690E-06
              37        1 -0.672745201939E-03
              37        2 -0.862802720673E-03
              38        1  0.504467276434E-04
              38        2  0.203863495765E-04
              39        1  0.268023021496E-04
              39        2  0.186622749671E-04
              41        1 -0.538636415787E-03
              41        2 -0.765751343053E-03
              42        1 -0.672745149446E-03
              42        2 -0.862802121848E-03
              43        1 -0.480775326910E-04
              43        2 -0.189243311939E-04
              44        1  0.270864932590E-04
              44        2  0.183177430854E-04
              46        1 -0.135625210121E-03
              46        2 -0.979611643258E-04
              47        1 -0.538587623391E-03
              47        2 -0.765720288399E-03
              49        1 -0.100741259597E-03
              49        2 -0.543347736917E-04
              52        1 -0.126131102263E-03
              52        2 -0.912800055390E-04
              54        1 -0.494417573891E-03
              54        2 -0.733743155870E-03
              55        1 -0.480775326910E-04
              55        2 -0.189243311939E-04
              56        1 -0.270864932590E-04
              56        2 -0.183177430854E-04
              58        1  0.135625210121E-03
              58        2  0.979611643258E-04
              59        1 -0.538587623391E-03
              59        2 -0.765720288399E-03
