
  6.17 -0.243641502182E+02   -0.341806441321E+01    0.897630428604E+00   -0.943316526766E+02   -0.257360991456E+01    0.386342449994E+02    0.215079980584E+02   -0.151085553079E+01    0.215073164222E+02    0.114889260956E+01    0.975747956699E+01    0.652842474963E+01   -0.250421602846E+01   -0.112990084591E+01   -0.127314526555E+02   -0.847338673414E+01   -0.847306076799E+01   -0.402487973143E+01    0.317527935435E+01   -0.402471770086E+01   -0.346671390448E+01   -0.280895191547E+01    0.303963805959E+01    0.245532127020E+01    0.245523783042E+01    0.240773112178E+01    0.197403300103E+01    0.197395533462E+01   
  6.41 -0.293043455819E+02   -0.719843493540E+00    0.403540679404E+00   -0.834391041565E+02   -0.224477841934E+01    0.330263356464E+02    0.178054366534E+02   -0.127430579766E+01    0.178050277634E+02    0.292707728472E+00    0.791075602566E+01    0.513528815998E+01   -0.184875847070E+01   -0.247922448688E-02   -0.103389155081E+02   -0.667991214050E+01   -0.667972362597E+01   -0.298858175456E+01    0.235031313170E+01   -0.298849140710E+01   -0.269872788651E+01   -0.212697577556E+01    0.236686574580E+01    0.186032222685E+01    0.186027571559E+01    0.189981190392E+01    0.151264426764E+01    0.151260105837E+01   
  6.65 -0.297888108025E+02    0.765386846944E+00    0.100545371741E+00   -0.742975761639E+02   -0.196545631254E+01    0.284536737031E+02    0.148530328139E+02   -0.107266020967E+01    0.148527825148E+02   -0.135789679556E+00    0.649720292999E+01    0.408734802895E+01   -0.138952612788E+01    0.531660906899E+00   -0.850988900076E+01   -0.533102539353E+01   -0.533091400247E+01   -0.226480998925E+01    0.177339518013E+01   -0.226475845436E+01   -0.213579518782E+01   -0.163775654314E+01    0.187483930999E+01    0.143388264754E+01    0.143385612353E+01    0.152436886202E+01    0.117742816447E+01    0.117740357004E+01   
  6.89 -0.279635828608E+02    0.152396432379E+01   -0.862478728761E-01   -0.665299630312E+02   -0.172827343068E+01    0.246770802059E+02    0.124687246013E+02   -0.900420110569E+00    0.124685685088E+02   -0.317039499240E+00    0.539680722168E+01    0.328321625018E+01   -0.106131686275E+01    0.727679383522E+00   -0.708581820432E+01   -0.429490685006E+01   -0.429483971844E+01   -0.174777879737E+01    0.136131228046E+01   -0.174774878102E+01   -0.171605712750E+01   -0.128030580585E+01    0.150849094563E+01    0.112244384146E+01    0.112242839555E+01    0.124077911047E+01    0.928749441162E+00    0.928735144880E+00   
  7.13 -0.251029936502E+02    0.185279222095E+01   -0.204071082561E+00   -0.598596774727E+02   -0.152690248566E+01    0.215221475543E+02    0.105226624067E+02   -0.753707871235E+00    0.105225633821E+02   -0.363123731263E+00    0.452580518424E+01    0.265439389744E+01   -0.821104393468E+00    0.743684638628E+00   -0.595676128953E+01   -0.348287227272E+01   -0.348283107116E+01   -0.136809654171E+01    0.105930337455E+01   -0.136807871817E+01   -0.139686856674E+01   -0.101341279500E+01    0.123000125949E+01    0.889858931459E+00    0.889849761166E+00    0.102168313633E+01    0.740062399857E+00    0.740053926688E+00   
  7.37 -0.219390738166E+02    0.193190070708E+01   -0.280587394322E+00   -0.540824881095E+02   -0.135578647450E+01    0.188611176037E+02    0.892148057685E+01   -0.629532350551E+00    0.892141675191E+01   -0.342442103158E+00    0.382577652460E+01    0.215477687865E+01   -0.640783765036E+00    0.675266382360E+00   -0.504671388249E+01   -0.283561443657E+01   -0.283558871901E+01   -0.108090039611E+01    0.831788931886E+00   -0.108088962149E+01   -0.114897591292E+01   -0.809507177061E+00    0.101355363116E+01    0.712001803009E+00    0.711996260108E+00    0.848649932466E+00    0.593697894436E+00    0.593692781194E+00   
  7.61 -0.188680596705E+02    0.186977854809E+01   -0.330643331341E+00   -0.490453107377E+02   -0.121004383662E+01    0.165994153265E+02    0.759692775072E+01   -0.525357447095E+00    0.759688600264E+01   -0.295049798266E+00    0.325593393046E+01    0.175328457494E+01   -0.502249507186E+00    0.577462365129E+00   -0.430316402303E+01   -0.231347203355E+01   -0.231345572698E+01   -0.857735563601E+00    0.656034057598E+00   -0.857728940788E+00   -0.952514224496E+00   -0.650366295637E+00    0.841717733350E+00    0.572976701491E+00    0.572973294794E+00    0.709311189870E+00    0.477986660294E+00    0.477983522432E+00   
  7.85 -0.160815270960E+02    0.173154099693E+01   -0.361501922763E+00   -0.446306746718E+02   -0.108541779048E+01    0.146657149656E+02    0.649774604222E+01   -0.438851821642E+00    0.649771835704E+01   -0.242745726836E+00    0.278752978730E+01    0.142862604291E+01   -0.393924002494E+00    0.479376678268E+00   -0.368950300096E+01   -0.188950638178E+01   -0.188949588987E+01   -0.680789589756E+00    0.517658934117E+00   -0.680785455132E+00   -0.794093153828E+00   -0.524019649073E+00    0.702820889707E+00    0.462381487401E+00    0.462379360780E+00    0.595363847283E+00    0.385222056139E+00    0.385220100113E+00   
  8.09 -0.136502164329E+02    0.155627392810E+01   -0.376528050315E+00   -0.407457989480E+02   -0.978238351192E+00    0.130048558093E+02    0.558410764910E+01   -0.367771754189E+00    0.558408905243E+01   -0.195923568389E+00    0.239986822780E+01    0.116569795667E+01   -0.308339649211E+00    0.394117833118E+00   -0.317962518194E+01   -0.154474159044E+01   -0.154473474664E+01   -0.538863402444E+00    0.407506968833E+00   -0.538860783351E+00   -0.664668190027E+00   -0.422549097604E+00    0.589034075577E+00    0.373364218165E+00    0.373362871146E+00    0.501169583829E+00    0.310235336664E+00    0.310234099338E+00   
  8.33 -0.115774103072E+02    0.136756359295E+01   -0.377510621851E+00   -0.373152315831E+02   -0.885388119221E+00    0.115729948455E+02    0.482399685963E+01   -0.309937458360E+00    0.482398421662E+01   -0.158236985906E+00    0.207756805781E+01    0.953230975481E+00   -0.240521689665E+00    0.325523876613E+00   -0.275424082804E+01   -0.126506503677E+01   -0.126506051488E+01   -0.424677215593E+00    0.319551515018E+00   -0.424675533701E+00   -0.558027539102E+00   -0.340582511205E+00    0.495016435699E+00    0.301294337412E+00    0.301293472455E+00    0.422795667700E+00    0.249436781491E+00    0.249435987949E+00   
  8.57 -0.983234240385E+01    0.117976965477E+01   -0.365930243655E+00   -0.342760735998E+02   -0.804265626148E+00    0.103344131364E+02    0.419097346709E+01   -0.263262983745E+00    0.419096477393E+01   -0.129705603651E+00    0.180876721990E+01    0.782344095595E+00   -0.186963148983E+00    0.272590655616E+00   -0.239847974616E+01   -0.103933616800E+01   -0.103933314395E+01   -0.333171939996E+00    0.249573570823E+00   -0.333170845976E+00   -0.469760423171E+00   -0.274309574757E+00    0.416994790048E+00    0.242896182025E+00    0.242895619426E+00    0.357382605299E+00    0.200201603641E+00    0.200201088084E+00   
  8.81 -0.837041441061E+01    0.100168215369E+01   -0.343503770570E+00   -0.315749581185E+02   -0.732741787160E+00    0.925946501943E+01    0.366284112178E+01   -0.225805939210E+00    0.366283508049E+01   -0.108693761568E+00    0.158399619242E+01    0.645714642375E+00   -0.145013920806E+00    0.232250508662E+00   -0.210041126806E+01   -0.858314268737E+00   -0.858312223235E+00   -0.260511027510E+00    0.194379879703E+00   -0.260510307213E+00   -0.396586415343E+00   -0.220871138564E+00    0.352168294141E+00    0.195712858805E+00    0.195712488411E+00    0.302745379099E+00    0.160497576379E+00    0.160497237318E+00   
  9.05 -0.714475828437E+01    0.838611760559E+00   -0.312293465095E+00   -0.291661442816E+02   -0.669108229294E+00    0.832326558252E+01    0.322085813702E+01   -0.195814027701E+00    0.322085389625E+01   -0.930886156044E-01    0.139549664427E+01    0.537133570974E+00   -0.112540951690E+00    0.200992024413E+00   -0.185017212027E+01   -0.714097924969E+00   -0.714096526424E+00   -0.203542164145E+00    0.151374969786E+00   -0.203541684452E+00   -0.335940899012E+00   -0.178000471258E+00    0.298343170877E+00    0.157792707272E+00    0.157792460612E+00    0.257133461029E+00    0.128671733565E+00    0.128671507995E+00   
  9.29 -0.611224256737E+01    0.693574938095E+00   -0.274596808555E+00   -0.270102729898E+02   -0.612019378117E+00    0.750482488545E+01    0.284924177941E+01   -0.171756380573E+00    0.284923877413E+01   -0.809309046029E-01    0.123681663978E+01    0.451280391007E+00   -0.877532523784E-01    0.175698161839E+00   -0.163946887995E+01   -0.599854762840E+00   -0.599853796869E+00   -0.159537979482E+00    0.118347966489E+00   -0.159537656550E+00   -0.285731530976E+00   -0.143823925974E+00    0.253720640792E+00    0.127516481873E+00    0.127516315826E+00    0.219092750710E+00    0.103334792842E+00    0.103334641133E+00   
  9.53 -0.523604429209E+01    0.567979868432E+00   -0.232759968992E+00   -0.250734896187E+02   -0.560432008979E+00    0.678643667047E+01    0.253481207546E+01   -0.152336181469E+00    0.253480992649E+01   -0.706915496216E-01    0.110256522991E+01    0.383608845537E+00   -0.691187704243E-01    0.153986803506E+00   -0.146129266984E+01   -0.509695683123E+00   -0.509695009480E+00   -0.126090403634E+00    0.933782680071E-01   -0.126090183994E+00   -0.244201667383E+00   -0.116755617192E+00    0.216780307233E+00    0.103507367856E+00    0.103507254924E+00    0.187388918973E+00    0.833011080303E-01    0.833010049388E-01   
  9.77 -0.448621881474E+01    0.462051754791E+00   -0.188997343027E+00   -0.233267581062E+02   -0.513546331485E+00    0.615320572531E+01    0.226669106636E+01   -0.136486340150E+00    0.226668951655E+01   -0.613357484749E-01    0.988251518837E+00    0.330278476706E+00   -0.553268518450E-01    0.134259212049E+00   -0.130974227981E+01   -0.438606599249E+00   -0.438606125160E+00   -0.101078586962E+00    0.747990974791E-01   -0.101078436116E+00   -0.209855953639E+00   -0.954430323138E-01    0.186218633184E+00    0.845856890418E-01    0.845856114836E-01    0.160965118912E+00    0.675572502462E-01    0.675571795033E-01   
 10.02 -0.383920741862E+01    0.375129360596E+00   -0.145255836338E+00   -0.217452723771E+02   -0.470751997573E+00    0.559265094428E+01    0.203601940515E+01   -0.123352462051E+00    0.203601827836E+01   -0.522732863399E-01    0.890164472683E+00    0.288097946225E+00   -0.452694210693E-01    0.115597488106E+00   -0.117989535176E+01   -0.382391925998E+00   -0.382391589444E+00   -0.826637308284E-01    0.611834947182E-01   -0.826636262673E-01   -0.181418938860E+00   -0.787372519484E-01    0.160916277258E+00    0.697449860852E-01    0.697449323261E-01    0.138917233533E+00    0.552434181216E-01    0.552433691234E-01   
 10.26 -0.327687346454E+01    0.305899267730E+00   -0.103134611081E+00   -0.203079218689E+02   -0.431581258125E+00    0.509435423447E+01    0.183567903490E+01   -0.112267922196E+00    0.183567820933E+01   -0.432597274922E-01    0.805270715712E+00    0.254465462601E+00   -0.380269565537E-01    0.976019180501E-01   -0.106769666047E+01   -0.337610336063E+00   -0.337610095167E+00   -0.692867982956E-01    0.513344611232E-01   -0.692867251776E-01   -0.157809206940E+00   -0.656730506929E-01    0.139918559104E+00    0.581364207630E-01    0.581363831709E-01    0.120476987515E+00    0.456392977091E-01    0.456392634704E-01   
 10.50 -0.278541636295E+01    0.252596698128E+00   -0.638555531365E-01   -0.189967962834E+02   -0.395670280272E+00    0.464964392877E+01    0.166002405063E+01   -0.102725323836E+00    0.166002344131E+01   -0.342876308342E-01    0.731120422260E+00    0.227302743696E+00   -0.328532785201E-01    0.802220423646E-01   -0.969850628282E+00   -0.301498318262E+00   -0.301498144474E+00   -0.596591106035E-01    0.442715415901E-01   -0.596590590431E-01   -0.138119489244E+00   -0.554515920547E-01    0.122420532411E+00    0.490550691649E-01    0.490550426568E-01    0.104997919767E+00    0.381505689173E-01    0.381505447897E-01   
 10.74 -0.235435152790E+01    0.213182044765E+00   -0.282728915474E-01   -0.177967282525E+02   -0.362728634709E+00    0.425131021652E+01    0.150462671170E+01   -0.943476264404E-01    0.150462625883E+01   -0.254889126196E-01    0.665758469979E+00    0.204984340477E+00   -0.291575744981E-01    0.636095047901E-01   -0.883715166679E+00   -0.271884433249E+00   -0.271884306933E+00   -0.527437065460E-01    0.392120211226E-01   -0.527436698955E-01   -0.121598271767E+00   -0.474228285933E-01    0.107752712310E+00    0.419255793337E-01    0.419255604915E-01    0.919420337451E-01    0.322948302091E-01    0.322948130696E-01   
 10.98 -0.197564204003E+01    0.185493535879E+00    0.309107617074E-02   -0.166948773347E+02   -0.332516268251E+00    0.389335320208E+01    0.136604571192E+01   -0.868611574304E-01    0.136604537307E+01   -0.170575634254E-01    0.607641296329E+00    0.186266063612E+00   -0.264842105476E-01    0.480039814437E-01   -0.807198537919E+00   -0.247099795985E+00   -0.247099703513E+00   -0.477291484836E-01    0.355477538880E-01   -0.477291222320E-01   -0.107631328993E+00   -0.410670573294E-01    0.953661469117E-01    0.362867541330E-01    0.362867406371E-01    0.808664927745E-01    0.276869890283E-01    0.276869767591E-01   
 11.22 -0.164300665202E+01    0.167373924848E+00    0.299958242072E-01   -0.156803588544E+02   -0.304826886076E+00    0.357076431288E+01    0.124162179076E+01   -0.800717845275E-01    0.124162153560E+01   -0.919464414715E-02    0.555560946091E+00    0.170216269877E+00   -0.244916391117E-01    0.336534614771E-01   -0.738662341833E+00   -0.225890341680E+00   -0.225890273520E+00   -0.439988095609E-01    0.328196538602E-01   -0.439987906201E-01   -0.957231089065E-01   -0.359761312999E-01    0.848168708140E-01    0.317755579093E-01    0.317755481720E-01    0.714104681045E-01    0.240246639812E-01    0.240246551337E-01   
 11.46 -0.135139554479E+01    0.156769628292E+00    0.524271141678E-01   -0.147439192377E+02   -0.279476522799E+00    0.327934066118E+01    0.112930313853E+01   -0.738448014221E-01    0.112930294522E+01   -0.207350240126E-02    0.508577687887E+00    0.156152916104E+00   -0.229317525215E-01    0.207648443734E-01   -0.676833476307E+00   -0.207335256664E+00   -0.207335206095E+00   -0.410986952487E-01    0.306919045405E-01   -0.410986814869E-01   -0.854785048319E-01   -0.318351405195E-01    0.757503246371E-01    0.281113229815E-01    0.281113159068E-01    0.632825116376E-01    0.210742224626E-01    0.210742160378E-01   
 11.70 -0.109660983803E+01    0.151802414003E+00    0.705425453634E-01   -0.138776572064E+02   -0.256296107786E+00    0.301553061564E+01    0.102750064159E+01   -0.680885751879E-01    0.102750049428E+01    0.417863487889E-02    0.465961992161E+00    0.143588191551E+00   -0.216307443259E-01    0.947860685996E-02   -0.620726967591E+00   -0.190774421975E+00   -0.190774384221E+00   -0.387062618246E-01    0.289275290281E-01   -0.387062517586E-01   -0.765856684649E-01   -0.284053127729E-01    0.678864214876E-01    0.250808723950E-01    0.250808672203E-01    0.562488377748E-01    0.186579594578E-01    0.186579547607E-01   
 11.94 -0.875036120080E+00    0.150815507644E+00    0.846220724918E-01   -0.130747882387E+02   -0.235126958957E+00    0.277630774374E+01    0.934971186523E+00   -0.627416892057E-01    0.934971073636E+00    0.948696638500E-02    0.427145989235E+00    0.132181520970E+00   -0.204721600407E-01   -0.139049082713E-03   -0.569580480524E+00   -0.175746277310E+00   -0.175746248954E+00   -0.366019218420E-01    0.273664154736E-01   -0.366019144319E-01   -0.688003995868E-01   -0.255086688916E-01    0.610058207842E-01    0.225250774570E-01    0.225250736478E-01    0.501227998517E-01    0.166427409339E-01    0.166427374777E-01   
 12.18 -0.683468345069E+00    0.152397343677E+00    0.950255232312E-01   -0.123294483537E+02   -0.215818316574E+00    0.255906961099E+01    0.850726067614E+00   -0.577631472308E-01    0.850725980639E+00    0.138272681220E-01    0.391683955293E+00    0.121700930038E+00   -0.193824638431E-01   -0.809248876673E-02   -0.522800381473E+00   -0.161936364886E+00   -0.161936343465E+00   -0.346441973715E-01    0.259063805965E-01   -0.346441918830E-01   -0.619324454953E-01   -0.230147225957E-01    0.549377730476E-01    0.203271438907E-01    0.203271410693E-01    0.447557168805E-01    0.149302573883E-01    0.149302548295E-01   
