TOTAL potential expansion
   Dist  Ngeom Nfunc Sinv       RMS         EEST
   9.000 1000   46   1.949    0.030891    0.023930
 
  0  0  0  0           -5.036943
  0  0  2  2           -0.378845
  0  0  4  4           -0.058630
  1  0  0  1            4.232116
  1  0  2  1            1.799831
  1  0  2  3            6.589695
  1  0  4  3            0.335684
  1  0  4  5            1.359969
  2  0  0  2           -4.774768
  2  0  2  0            0.409562
  2  0  2  2           -2.576051
  2  0  2  4           -4.214536
  2  0  4  2            0.293238
  2  0  4  4           -0.114653
  2  0  4  6           -0.794244
  3  0  0  3           -1.298612
  3  0  2  1            0.156502
  3  0  2  3           -0.775247
  3  0  2  5           -1.171156
  3  0  4  7           -0.235244
  3  3  0  3            1.912789
  3  3  2  1           -0.353484
  3  3  2  3            1.116847
  3  3  2  4           -0.257076
  3  3  2  5            2.825498
  3  3  4  7            0.314324
  4  0  0  4            0.399064
  4  0  2  4            0.197349
  4  0  2  6           -0.102315
  4  3  0  4            0.378877
  4  3  2  2           -0.333789
  4  3  2  4            0.650038
  4  3  2  6            0.368796
  4  3  4  8            0.125929
  5  0  0  5            0.167670
  5  0  2  7            0.056222
  6  0  0  6           -0.008133
  6  3  0  6           -0.072630
  6  3  2  8           -0.013410
  6  6  0  6           -0.085560
  6  6  2  6           -0.020267
  6  6  2  8            0.025113
  7  0  0  7           -0.017844
  7  3  0  7            0.025926
  7  6  0  7           -0.023576
  7  6  2  9            0.035187
