TOTAL potential expansion
   Dist  Ngeom Nfunc Sinv       RMS         EEST
   6.250 1000   46   1.949    0.320320    0.248132
 
  0  0  0  0          -90.024988
  0  0  2  2           -7.345209
  0  0  4  4           -1.046459
  1  0  0  1           17.749274
  1  0  2  1           13.126041
  1  0  2  3            7.282073
  1  0  4  3            1.933153
  1  0  4  5            2.027999
  2  0  0  2          -53.942816
  2  0  2  0            5.943003
  2  0  2  2          -14.148523
  2  0  2  4           -1.481031
  2  0  4  2            1.834532
  2  0  4  4           -1.436012
  2  0  4  6           -1.251554
  3  0  0  3            3.844109
  3  0  2  1           -0.925569
  3  0  2  3           -0.586776
  3  0  2  5           -6.793987
  3  0  4  7           -0.407675
  3  3  0  3           -0.152564
  3  3  2  1           -1.411333
  3  3  2  3            5.888151
  3  3  2  4           -1.082891
  3  3  2  5            9.035523
  3  3  4  7            0.766707
  4  0  0  4            2.504394
  4  0  2  4           -1.100361
  4  0  2  6           -0.473370
  4  3  0  4           -2.814141
  4  3  2  2            1.056201
  4  3  2  4            0.309166
  4  3  2  6            1.306718
  4  3  4  8            0.297418
  5  0  0  5           -0.221289
  5  0  2  7            0.453363
  6  0  0  6           -2.067077
  6  3  0  6            2.069143
  6  3  2  8           -1.060951
  6  6  0  6           -1.957316
  6  6  2  6           -0.708239
  6  6  2  8            0.586332
  7  0  0  7            0.710654
  7  3  0  7            1.552608
  7  6  0  7           -1.491491
  7  6  2  9            0.414935
