TOTAL potential expansion
   Dist  Ngeom Nfunc Sinv       RMS         EEST
   3.750 1000   46   1.949    6.720807    5.206196
 
  0  0  0  0        -4719.988636
  0  0  2  2         -530.235984
  0  0  4  4           -6.348276
  1  0  0  1         -678.568102
  1  0  2  1           79.986600
  1  0  2  3          -48.240130
  1  0  4  3            4.328828
  1  0  4  5           -3.224133
  2  0  0  2          493.687879
  2  0  2  0           76.875582
  2  0  2  2          -69.278891
  2  0  2  4          158.407281
  2  0  4  2            2.863203
  2  0  4  4           -3.221805
  2  0  4  6            3.233757
  3  0  0  3          617.568173
  3  0  2  1           -3.966276
  3  0  2  3          -29.995538
  3  0  2  5            5.656375
  3  0  4  7          -16.912292
  3  3  0  3        -1149.579447
  3  3  2  1          -23.006276
  3  3  2  3           59.534855
  3  3  2  4           -7.922914
  3  3  2  5          -34.019453
  3  3  4  7           23.067431
  4  0  0  4          -25.476159
  4  0  2  4           -1.738348
  4  0  2  6          -20.751491
  4  3  0  4         -426.338069
  4  3  2  2           33.031663
  4  3  2  4           -6.035326
  4  3  2  6            4.255027
  4  3  4  8           26.183880
  5  0  0  5         -106.980785
  5  0  2  7            5.480052
  6  0  0  6           -4.342415
  6  3  0  6           57.582252
  6  3  2  8          -36.244973
  6  6  0  6          -47.309788
  6  6  2  6          -24.572196
  6  6  2  8           45.184315
  7  0  0  7            8.024274
  7  3  0  7            0.406830
  7  6  0  7          -13.386466
  7  6  2  9           47.514108
