TOTAL potential expansion
   Dist  Ngeom Nfunc Sinv       RMS         EEST
   7.500 1000   46   1.949    0.100483    0.077838
 
  0  0  0  0          -21.089024
  0  0  2  2            0.883260
  0  0  4  4           -0.238435
  1  0  0  1           11.283929
  1  0  2  1            6.065538
  1  0  2  3            6.952585
  1  0  4  3            0.625258
  1  0  4  5            2.569342
  2  0  0  2          -18.474357
  2  0  2  0            2.027624
  2  0  2  2           -8.131472
  2  0  2  4           -4.267574
  2  0  4  2            0.625616
  2  0  4  4           -0.442722
  2  0  4  6           -1.591270
  3  0  0  3           -0.001965
  3  0  2  1           -0.040410
  3  0  2  3           -1.073960
  3  0  2  5           -3.427610
  3  0  4  7           -0.471962
  3  3  0  3            3.195516
  3  3  2  1           -0.822414
  3  3  2  3            3.081315
  3  3  2  4           -0.561635
  3  3  2  5            6.494254
  3  3  4  7            0.771171
  4  0  0  4            0.594243
  4  0  2  4            0.096852
  4  0  2  6           -0.282748
  4  3  0  4           -0.252490
  4  3  2  2           -0.333728
  4  3  2  4            0.972321
  4  3  2  6            1.594557
  4  3  4  8            0.367621
  5  0  0  5            0.348014
  5  0  2  7            0.145381
  6  0  0  6           -0.392580
  6  3  0  6            0.053857
  6  3  2  8            0.010663
  6  6  0  6           -0.161166
  6  6  2  6           -0.365389
  6  6  2  8            0.033715
  7  0  0  7            0.196789
  7  3  0  7            0.331068
  7  6  0  7           -0.222648
  7  6  2  9            0.165655
