R_Bohr           v_0_0_0_0             v_0_0_2_2             v_0_0_4_4             v_1_0_0_1             v_1_0_2_1             v_1_0_2_2             v_1_0_2_3             v_2_0_0_2             v_2_0_2_0             v_2_0_2_1             v_2_0_2_2             v_2_0_2_3             v_2_0_2_4             v_3_0_0_3             v_3_0_2_1             v_3_0_2_2             v_3_0_2_3             v_3_0_2_4             v_3_0_2_5             v_3_3_0_3             v_3_3_2_1             v_3_3_2_2             v_3_3_2_3             v_3_3_2_4             v_3_3_2_5             v_4_0_0_4             v_4_0_2_2             v_4_0_2_3             v_4_0_2_4             v_4_0_2_5             v_4_0_2_6             v_4_3_0_4             v_4_3_2_2             v_4_3_2_3             v_4_3_2_4             v_4_3_2_5             v_4_3_2_6   
 13.62 -0.172686150705E+02   -0.867483927842E+00   -0.382581184514E-02   -0.308856951002E+00   -0.144868676228E-01   -0.751616270865E-17   -0.225487173839E+02   -0.491689373501E+00   -0.772294937505E-02    0.170490796438E-15   -0.268734854104E-01   -0.788294359233E-16   -0.116154750866E+02   -0.414779173587E+00   -0.114208590072E-01    0.296358273074E-17    0.312643643469E-02   -0.139758628549E-16    0.923964081187E+00    0.266528680819E+00    0.672981183740E-02    0.251767058709E-02   -0.489650030767E-02    0.446330235138E-02   -0.164051014197E+01   -0.115205144787E-01   -0.102417938684E-01    0.144503914931E-16    0.309701522630E-02    0.121115623831E-16    0.154137282845E+00   -0.580212173056E-01    0.138557966016E-02    0.169751992084E-02   -0.168565911376E-02   -0.175141669670E-02    0.276119370950E+00   
 13.87 -0.153789378450E+02   -0.765103894186E+00   -0.279824341458E-02   -0.272682881351E+00   -0.137190070156E-01   -0.699187681992E-17   -0.209509421153E+02   -0.432510179853E+00   -0.664934269398E-02    0.154752088922E-15   -0.226600483847E-01   -0.725404952895E-16   -0.105957114775E+02   -0.360855156878E+00   -0.104101532628E-01    0.266375959579E-17    0.295225013426E-02   -0.124387083478E-16    0.829541495637E+00    0.230302108782E+00    0.569780759361E-02    0.203329505183E-02   -0.405076268851E-02    0.382781763367E-02   -0.147094104309E+01   -0.101590712732E-01   -0.938355858190E-02    0.123150588112E-16    0.316837490552E-02    0.104769615250E-16    0.135829736814E+00   -0.494242428946E-01    0.111959899362E-02    0.125934605957E-02   -0.127766820649E-02   -0.126434294835E-02    0.242833670621E+00   
 14.12 -0.137249350027E+02   -0.676742780681E+00   -0.241863003163E-02   -0.241858732684E+00   -0.127905613567E-01   -0.651749309607E-17   -0.194918552632E+02   -0.380229981360E+00   -0.570294520445E-02    0.140723078179E-15   -0.190690289999E-01   -0.668358108034E-16   -0.968115692893E+01   -0.315024938359E+00   -0.947343845071E-02    0.239968500982E-17    0.274102373482E-02   -0.110952800348E-16    0.746478300901E+00    0.199546173502E+00    0.473840382206E-02    0.164003946977E-02   -0.321880610919E-02    0.322614353716E-02   -0.132127345424E+01   -0.897979195592E-02   -0.850794638643E-02    0.104827525194E-16    0.323946593555E-02    0.907033784270E-17    0.119367635983E+00   -0.421791189142E-01    0.971731709588E-03    0.894585891426E-03   -0.987564570729E-03   -0.859152521127E-03    0.214062940914E+00   
 14.38 -0.122694772970E+02   -0.598837293269E+00   -0.740893982715E-02   -0.226446290048E+00   -0.863254788559E-02   -0.598599952747E-17   -0.181566746605E+02   -0.329901068161E+00   -0.349033686854E-02    0.127969492607E-15   -0.132019306446E-01   -0.615169915344E-16   -0.885881120652E+01   -0.275927367354E+00   -0.726676310498E-02    0.218255063963E-17    0.120770817188E-02   -0.988946878773E-17    0.679191134148E+00    0.171572720165E+00    0.312201680683E-02    0.112276306578E-02   -0.177010330298E-02    0.206615831306E-02   -0.118890085243E+01   -0.772801843781E-02   -0.704195508493E-02    0.889805553290E-17    0.296757653775E-02    0.828435850699E-17    0.846594762308E-01   -0.276637831918E-01    0.930832103549E-03    0.548562255366E-03   -0.731857697240E-03   -0.388348816100E-03    0.189784076259E+00   
 14.63 -0.110034397096E+02   -0.532358032004E+00   -0.651811173644E-02   -0.230130619731E+00    0.573840368725E-03   -0.532404215433E-17   -0.169361060315E+02   -0.290836495715E+00   -0.576364630370E-03    0.116304010956E-15   -0.358344181040E-02   -0.564342765164E-16   -0.811901334872E+01   -0.241350513039E+00   -0.213790344563E-02    0.207582404292E-17   -0.261580299070E-03   -0.889137143141E-17    0.613261136347E+00    0.150175262372E+00    0.761213253904E-03    0.328726102088E-03   -0.247274793859E-03    0.518856494708E-03   -0.107222580460E+01   -0.707409137289E-02   -0.287207688589E-02    0.756354015367E-17    0.108594128952E-02    0.799889080062E-17    0.363411361588E-01   -0.449068518891E-02    0.418020811335E-03    0.175918568634E-03   -0.220235548270E-03   -0.150008225996E-04    0.168290526270E+00   
 14.88 -0.988899740768E+01   -0.475327084756E+00   -0.501791334507E-03   -0.215808460805E+00    0.377586030967E-02   -0.489239389201E-17   -0.158169517444E+02   -0.261155487623E+00   -0.124422044852E-04    0.106224757449E-15   -0.151066250720E-03   -0.520691037383E-16   -0.745373719437E+01   -0.212734614657E+00   -0.912082371537E-05    0.194116288819E-17   -0.797936281848E-04   -0.803086864923E-17    0.550190771405E+00    0.133107608748E+00    0.213074152731E-04    0.993048355835E-05    0.375192500959E-06    0.879602834721E-04   -0.968736104611E+00   -0.650820192058E-02   -0.745418746439E-03    0.641761129583E-17    0.381371655807E-03    0.718309419900E-17    0.207216878700E-01    0.268428552322E-02    0.922538673888E-04    0.245311381852E-04   -0.484002802416E-04   -0.143686324854E-04    0.149080345125E+00   
 15.14 -0.889760833688E+01   -0.424241572420E+00   -0.419491932945E-04   -0.191328585519E+00    0.340177652139E-02   -0.460560122763E-17   -0.147879057863E+02   -0.231396463294E+00   -0.174472956694E-04    0.973206550264E-16   -0.620009121730E-04   -0.482406504490E-16   -0.685202688978E+01   -0.187607972915E+00    0.390735873272E-04    0.176323597526E-17   -0.329640055612E-04   -0.722561288515E-17    0.498383825897E+00    0.116818558320E+00    0.538936339257E-05   -0.150359807303E-05   -0.312768784584E-05    0.711832375553E-04   -0.876564593915E+00   -0.569191959909E-02   -0.623708670975E-03    0.541441837513E-17    0.361666530472E-03    0.626032007893E-17    0.181824568122E-01    0.245933256534E-02    0.720996938048E-04    0.155213660642E-04   -0.439598490522E-04   -0.193940755021E-04    0.132644220571E+00   
 15.39 -0.801933299369E+01   -0.379293358966E+00   -0.374851297687E-04   -0.169566752929E+00    0.299125251567E-02   -0.434319428215E-17   -0.138411862587E+02   -0.205155128728E+00   -0.149314498864E-04    0.893007852182E-16   -0.591713535814E-04   -0.447459017096E-16   -0.630754310255E+01   -0.165668044953E+00    0.356037205593E-04    0.160251971305E-17   -0.300078752636E-04   -0.651046714554E-17    0.452437127138E+00    0.102670011160E+00    0.483054383254E-05   -0.134289401085E-05   -0.280609038954E-05    0.634590686545E-04   -0.794468819474E+00   -0.494497245497E-02   -0.571764850467E-03    0.454774241484E-17    0.331409211756E-03    0.545259870132E-17    0.162255352407E-01    0.212594076327E-02    0.643156517993E-04    0.139194903969E-04   -0.392106205965E-04   -0.172582281168E-04    0.118266332139E+00   
 15.64 -0.724001026970E+01   -0.339726930974E+00   -0.335574467404E-04   -0.150576864506E+00    0.263578117615E-02   -0.410011440639E-17   -0.129690880377E+02   -0.182248127253E+00   -0.128017649396E-04    0.820630286701E-16   -0.563303766207E-04   -0.415487864680E-16   -0.581416987407E+01   -0.146591626335E+00    0.324906466996E-04    0.145940282633E-17   -0.273579851379E-04   -0.587664187400E-17    0.411373793162E+00    0.904252150704E-01    0.433840808993E-05   -0.120151060999E-05   -0.252257281376E-05    0.566790232179E-04   -0.721217236892E+00   -0.430592915510E-02   -0.524946317103E-03    0.379916082080E-17    0.304151328052E-03    0.474732737858E-17    0.145060448379E-01    0.184211434193E-02    0.574780602850E-04    0.125079546476E-04   -0.350392476620E-04   -0.153908507245E-04    0.105644357058E+00   
 15.89 -0.654715270828E+01   -0.304825989055E+00   -0.300945462148E-04   -0.133969197152E+00    0.232726244323E-02   -0.387457910901E-17   -0.121646582550E+02   -0.162207629171E+00   -0.109947782525E-04    0.755197289561E-16   -0.535193760105E-04   -0.386204272076E-16   -0.536639593267E+01   -0.129967313382E+00    0.296929534235E-04    0.133168135411E-17   -0.249786045812E-04   -0.531374772855E-17    0.374608097707E+00    0.798032047422E-01    0.390400092934E-05   -0.107687600162E-05   -0.227205717260E-05    0.507151458066E-04   -0.655736418678E+00   -0.375781770964E-02   -0.482670966584E-03    0.315222659215E-17    0.279550617974E-03    0.413072765660E-17    0.129920206861E-01    0.159985430927E-02    0.514593492854E-04    0.112612942491E-04   -0.313677859698E-04   -0.137542459124E-04    0.945404784089E-01   
