R12-calibrated offset expansion
   Dist  Ngeom Nfunc Sinv       RMS         ERR
   9.000   40    9   2.474    0.267243    1.313513
 
  0  0  0  0          -12.519153
  0  0  2  2            3.355859
  1  0  0  1            2.645399
  1  0  2  3            6.471111
  2  0  0  2           -0.674169
  2  2  0  2            2.622725
  2  2  2  4            2.927460
  3  0  0  3           -0.010620
  3  2  0  3            0.191633
