R12-calibrated offset expansion
   Dist  Ngeom Nfunc Sinv       RMS         ERR
   6.000   40    9   2.474    1.050566    5.163591
 
  0  0  0  0         -183.708666
  0  0  2  2            0.532780
  1  0  0  1          -15.481907
  1  0  2  3           -3.020192
  2  0  0  2           -6.438204
  2  2  0  2           18.388938
  2  2  2  4           -9.816163
  3  0  0  3           -2.824734
  3  2  0  3            1.677034
