R12-calibrated offset expansion
   Dist  Ngeom Nfunc Sinv       RMS         ERR
   5.000   40    9   2.474    2.171004   10.670600
 
  0  0  0  0         -727.484725	-786.436835
  0  0  2  2          -35.542990	-39.120189
  1  0  0  1          -98.240773	-112.346055
  1  0  2  3          -10.781674	-10.485122
  2  0  0  2           -8.327111	-14.199666
  2  2  0  2           36.722818	26.371812
  2  2  2  4          -32.535939	-35.591687
  3  0  0  3           22.928803	15.847726
  3  2  0  3          -37.775604	-42.578828
