0,0
1,0
2,0
2,2
3,0
3,2
4,0
4,2
4,4
5,0
5,2
5,4
6,0
6,2
6,4
6,6
7,0
7,2
7,4
7,6
8,0
8,2
8,4
8,6
9,0
9,2
9,4
9,6
10,0
10,2
10,4
10,6
