            3498        1  0.192130079351E-02
            3498        2  0.990084858635E-03
            3498        3  0.538862886927E-03
            3498        4  0.308226713161E-03
            3498        5  0.183657559756E-03
            3498        6  0.112782389319E-03
            3498        7  0.707907669305E-04
            3498        8  0.451283352149E-04
            3498        9  0.290968165482E-04
            3498       10  0.189447922281E-04
            3498       11  0.124778094990E-04
            3498       12  0.835014576469E-05
            3498       13  0.570480039450E-05
            3498       14  0.399842919711E-05
            3498       15  0.288405014685E-05
            3498       16  0.214020383072E-05
            3498       17  0.162863605119E-05
            3498       18  0.126745449240E-05
            3498       19  0.100951678497E-05
            3498       20  0.817866949878E-06
            3498       21  0.674992826621E-06
            3498       22  0.565979448294E-06
            3498       23  0.480924772179E-06
            3498       24  0.412164775756E-06
            3498       25  0.355752800214E-06
            3498       26  0.308578044073E-06
            3498       27  0.268542220109E-06
            3498       28  0.234346889770E-06
            3498       29  0.205225673667E-06
            3498       30  0.180242421688E-06
            3498       31  0.158486498617E-06
            3498       32  0.139598584481E-06
            3498       33  0.123291064651E-06
            3498       34  0.109161104252E-06
            3498       35  0.968193841931E-07
            3498       36  0.860798269229E-07
            3498       37  0.767387495496E-07
            3498       38  0.685535063522E-07
            3498       39  0.612933535960E-07
            3498       40  0.548713566029E-07
            3498       41  0.492036165649E-07
            3498       42  0.441857176526E-07
            3498       43  0.396585979057E-07
            3498       44  0.342087695761E-07
            3498       45  0.294048487619E-07
            3498       46  0.270726292813E-07
            3498       47  0.246152311847E-07
            3498       48  0.223454923879E-07
            3498       49  0.203170590337E-07
            3498       50  0.185009761826E-07
            3498       51  0.168721475660E-07
            3498       52  0.154087716485E-07
            3498       53  0.140918671643E-07
            3498       54  0.129048728452E-07
            3498       55  0.118333088472E-07
            3498       56  0.108644896319E-07
            3498       57  0.998727987931E-08
            3498       58  0.919188648286E-08
            3498       59  0.846968087870E-08
            3498       60  0.781304694138E-08
            3498       61  0.721525047913E-08
            3498       62  0.667032702280E-08
            3498       63  0.617298514208E-08
            3498       64  0.571852297231E-08
            3498       65  0.530275600440E-08
            3498       66  0.492195449821E-08
            3498       67  0.457278913601E-08
            3498       68  0.425228374447E-08
            3498       69  0.395777409349E-08
            3498       70  0.368687192846E-08
            3498       71  0.343743351817E-08
            3498       72  0.320753210644E-08
            3498       73  0.299543374407E-08
            3498       74  0.279957605315E-08
            3498       75  0.261854953947E-08
            3498       76  0.245108112268E-08
            3498       77  0.229601959987E-08
            3498       78  0.215232279722E-08
            3498       79  0.201904619808E-08
            3498       80  0.189533286386E-08
            3498       81  0.178040448907E-08
            3498       82  0.167355345241E-08
            3498       83  0.157413574408E-08
            3498       84  0.148156466488E-08
            3498       85  0.139530520590E-08
            3498       86  0.131486902949E-08
            3500        1 -0.726631285787E-02
            3500        2 -0.438899523285E-02
            3500        3 -0.273626792632E-02
            3500        4 -0.173652605048E-02
            3500        5 -0.111088193531E-02
            3500        6 -0.710722182590E-03
            3500        7 -0.452352102675E-03
            3500        8 -0.285252610376E-03
            3500        9 -0.177624656377E-03
            3500       10 -0.108843860973E-03
            3500       11 -0.653449820301E-04
            3500       12 -0.381811636771E-04
            3500       13 -0.214699728174E-04
            3500       14 -0.113826456890E-04
            3500       15 -0.544285074738E-05
            3500       16 -0.206273227151E-05
            3500       17 -0.224651908016E-06
            3500       18  0.699252193843E-06
            3500       19  0.107942421178E-05
            3500       20  0.117961440601E-05
            3500       21  0.112523658783E-05
            3500       22  0.100261196421E-05
            3500       23  0.854705400010E-06
            3500       24  0.709855578703E-06
            3500       25  0.577725145751E-06
            3500       26  0.463647993889E-06
            3500       27  0.367569473562E-06
            3500       28  0.288769400624E-06
            3500       29  0.224951826760E-06
            3500       30  0.173792091014E-06
            3500       31  0.132956836065E-06
            3500       32  0.100564426800E-06
            3500       33  0.751301219135E-07
            3500       34  0.554209589277E-07
            3500       35  0.401770472220E-07
            3500       36  0.282540854907E-07
            3500       37  0.190024712450E-07
            3500       38  0.119429805724E-07
            3500       39  0.657830619204E-08
            3500       40  0.242933635353E-08
            3500       41 -0.744485185888E-09
            3500       42 -0.310341382271E-08
            3500       43 -0.477582482618E-08
            3500       44 -0.524864301859E-08
            3500       45 -0.494310025188E-08
            3500       46 -0.538484055304E-08
            3500       47 -0.602044923389E-08
            3500       48 -0.647718177996E-08
            3500       49 -0.676954602061E-08
            3500       50 -0.693205847393E-08
            3500       51 -0.699255565196E-08
            3500       52 -0.697348879985E-08
            3500       53 -0.689296060123E-08
            3500       54 -0.676555722983E-08
            3500       55 -0.660301763703E-08
            3500       56 -0.641477303479E-08
            3500       57 -0.620838259496E-08
            3500       58 -0.598988596554E-08
            3500       59 -0.576408895923E-08
            3500       60 -0.553479543580E-08
            3500       61 -0.530499576798E-08
            3500       62 -0.507702020934E-08
            3500       63 -0.485266383048E-08
            3500       64 -0.463328838660E-08
            3500       65 -0.441990543494E-08
            3500       66 -0.421324418941E-08
            3500       67 -0.401380693383E-08
            3500       68 -0.382191427909E-08
            3500       69 -0.363774212153E-08
            3500       70 -0.346135181219E-08
            3500       71 -0.329271476686E-08
            3500       72 -0.313173252076E-08
            3500       73 -0.297825304786E-08
            3500       74 -0.283208401600E-08
            3500       75 -0.269300352714E-08
            3500       76 -0.256076879384E-08
            3500       77 -0.243512312210E-08
            3500       78 -0.231580150431E-08
            3500       79 -0.220253507286E-08
            3500       80 -0.209505462010E-08
            3500       81 -0.199309335408E-08
            3500       82 -0.189638902978E-08
            3500       83 -0.180468557097E-08
            3500       84 -0.171773427748E-08
            3500       85 -0.163529469602E-08
            3500       86 -0.155713521909E-08
            3502        1  0.882391359546E-03
            3502        2  0.522192899370E-03
            3502        3  0.305609858587E-03
            3502        4  0.175662931091E-03
            3502        5  0.976339590858E-04
            3502        6  0.513043776021E-04
            3502        7  0.243986598213E-04
            3502        8  0.938586315791E-05
            3502        9  0.153512106678E-05
            3502       10 -0.215215480818E-05
            3502       11 -0.354080656596E-05
            3502       12 -0.374879441301E-05
            3502       13 -0.340699378301E-05
            3502       14 -0.285929822540E-05
            3502       15 -0.228382271978E-05
            3502       16 -0.176540543539E-05
            3502       17 -0.133133902220E-05
            3502       18 -0.992414014747E-06
            3502       19 -0.730119410789E-06
            3502       20 -0.533147262050E-06
            3502       21 -0.388270179611E-06
            3502       22 -0.282294983108E-06
            3502       23 -0.205540608954E-06
            3502       24 -0.149872703659E-06
            3502       25 -0.109902783808E-06
            3502       26 -0.808726221799E-07
            3502       27 -0.597697381388E-07
            3502       28 -0.440933520499E-07
            3502       29 -0.327877687675E-07
            3502       30 -0.248474499770E-07
            3502       31 -0.192341609582E-07
            3502       32 -0.149967719917E-07
            3502       33 -0.118432690409E-07
            3502       34 -0.956351821980E-08
            3502       35 -0.793748576023E-08
            3502       36 -0.669467316021E-08
            3502       37 -0.573399328220E-08
            3502       38 -0.500160676370E-08
            3502       39 -0.443635209174E-08
            3502       40 -0.394330065133E-08
            3502       41 -0.350639845829E-08
            3502       42 -0.312978015333E-08
            3502       43 -0.285102907710E-08
            3502       44 -0.262846722670E-08
            3502       45 -0.175496959355E-08
            3502       46 -0.140031653269E-08
            3502       47 -0.124912052106E-08
            3502       48 -0.108517156628E-08
            3502       49 -0.944910198142E-09
            3502       50 -0.824610154061E-09
            3502       51 -0.721177711518E-09
            3502       52 -0.632036674225E-09
            3502       53 -0.555035619781E-09
            3502       54 -0.488372846415E-09
            3502       55 -0.430535441956E-09
            3502       56 -0.380249660237E-09
            3502       57 -0.336440381703E-09
            3502       58 -0.298197896012E-09
            3502       59 -0.264750604959E-09
            3502       60 -0.235442527220E-09
            3502       61 -0.209714709259E-09
            3502       62 -0.187089823233E-09
            3502       63 -0.167159372294E-09
            3502       64 -0.149573035119E-09
            3502       65 -0.134029770191E-09
            3502       66 -0.120270371430E-09
            3502       67 -0.108071223901E-09
            3502       68 -0.972390542571E-10
            3502       69 -0.876065076818E-10
            3502       70 -0.790284131933E-10
            3502       71 -0.713786235408E-10
            3502       72 -0.645473358247E-10
            3502       73 -0.584388151488E-10
            3502       74 -0.529694569234E-10
            3502       75 -0.480661342853E-10
            3502       76 -0.436647860593E-10
            3502       77 -0.397092080573E-10
            3502       78 -0.361500165997E-10
            3502       79 -0.329437581662E-10
            3502       80 -0.300521432877E-10
            3502       81 -0.274413862341E-10
            3502       82 -0.250816349821E-10
            3502       83 -0.229464783157E-10
            3502       84 -0.210125189814E-10
            3502       85 -0.192590034689E-10
            3502       86 -0.176675004305E-10
            3504        1 -0.408677145898E-03
            3504        2 -0.216056499926E-03
            3504        3 -0.121326604393E-03
            3504        4 -0.721914134199E-04
            3504        5 -0.452166525238E-04
            3504        6 -0.294388358250E-04
            3504        7 -0.197690238527E-04
            3504        8 -0.136330900440E-04
            3504        9 -0.960195713618E-05
            3504       10 -0.686790248241E-05
            3504       11 -0.498241305057E-05
            3504       12 -0.366537609332E-05
            3504       13 -0.272973393572E-05
            3504       14 -0.205854652275E-05
            3504       15 -0.157337448185E-05
            3504       16 -0.121744589766E-05
            3504       17 -0.950743473606E-06
            3504       18 -0.748046099257E-06
            3504       19 -0.593070652579E-06
            3504       20 -0.474022170279E-06
            3504       21 -0.382541893859E-06
            3504       22 -0.311904873010E-06
            3504       23 -0.256887556459E-06
            3504       24 -0.213508764078E-06
            3504       25 -0.178977802780E-06
            3504       26 -0.151079701833E-06
            3504       27 -0.128278475314E-06
            3504       28 -0.109411918822E-06
            3504       29 -0.937781187381E-07
            3504       30 -0.807614996337E-07
            3504       31 -0.697564495310E-07
            3504       32 -0.602934923491E-07
