          88          41
          88          57
          88          72
          88          88
          89           7
          89          12
          89          18
          89          25
          89          33
          89          42
          89          52
          89          58
          89          67
          89          73
          89          83
          89          89
          90           1
          90           4
          90           8
          90          13
          90          19
          90          26
          90          34
          90          43
          90          49
          90          53
          90          59
          90          64
          90          68
          90          74
          90          80
          90          84
          90          90
          91           5
          91          14
          91          27
          91          44
          91          54
          91          65
          91          75
          91          81
          91          91
          92           3
          92           6
          92          10
          92          15
          92          21
          92          28
          92          36
          92          45
          92          51
          92          55
          92          61
          92          66
          92          70
          92          76
          92          82
          92          86
          92          92
          93          11
          93          16
          93          22
          93          29
          93          37
          93          46
          93          56
          93          62
          93          71
          93          77
          93          87
          93          93
          94          23
          94          30
          94          38
          94          47
          94          63
          94          78
          94          94
          95          31
          95          40
          95          95
          96          17
          96          24
          96          32
          96          41
          96          57
          96          72
          96          88
          96          96
          97           7
          97          12
          97          18
          97          25
          97          33
          97          42
          97          52
          97          58
          97          67
          97          73
          97          83
          97          89
          97          97
          98           1
          98           4
          98           8
          98          13
          98          19
          98          26
          98          34
          98          43
          98          49
          98          53
          98          59
          98          64
          98          68
          98          74
          98          80
          98          84
          98          90
          98          98
          99           2
          99           9
          99          20
          99          35
          99          50
          99          60
          99          69
          99          79
          99          85
          99          99
         100           3
         100           6
         100          10
         100          15
