         206          98
         206         105
         206         109
         206         115
         206         123
         206         129
         206         133
         206         139
         206         147
         206         157
         206         164
         206         168
         206         174
         206         182
         206         192
         206         200
         206         206
         207           5
         207          14
         207          27
         207          44
         207          54
         207          65
         207          75
         207          81
         207          91
         207         104
