          80          34
          80          43
          80          49
          80          53
          80          59
          80          64
          80          68
          80          74
          80          80
          81           5
          81          14
          81          27
          81          44
          81          54
          81          65
          81          75
          81          81
          82           3
          82           6
          82          10
          82          15
          82          21
          82          28
          82          36
          82          45
          82          51
          82          55
          82          61
          82          66
          82          70
