         105         105
         106           2
         106           9
         106          20
         106          35
         106          50
         106          60
         106          69
         106          79
         106          85
         106          99
         106         106
         107           3
         107           6
         107          10
         107          15
         107          21
         107          28
         107          36
         107          45
         107          51
         107          55
         107          61
         107          66
         107          70
         107          76
         107          82
         107          86
