0,0
2,0
4,0
6,0
6,6
8,0
8,6
10,0
10,6
12,0
12,6
12,12
14,0
14,6
14,12
16,0
16,6
16,12
18,0
18,6
18,12
18,18
20,0
20,6
20,12
20,18
22,0
22,6
22,12
22,18
24,0
24,6
24,12
24,18
24,24
