R,a.u. V  0   0   0   0   0  V  1   0   0   0   1  V  1   1   0   0   0  V  1   1   0   0   2  V  2   0   0   0   2  V  2   1   0   0   1  V  2   1   0   0   3  V  2   1   2   0   1  V  2   1   2   0   3  V  2   2   0   0   0  V  2   2   0   0   2  V  2   2   0   0   4  V  2   2   2   0   0  V  2   2   2   0   2  V  2   2   2   0   4  
  7.10 -0.101097255084E+05    0.299029236864E+04   -0.696223896815E+04   -0.150785058248E+04    0.435569439914E+03   -0.625837628788E+03   -0.768107082924E+03    0.110834343506E+04   -0.223982437795E+02    0.489367802466E+01   -0.659924095155E+01   -0.328208793411E+03    0.490027650179E+03    0.499077161030E+01   -0.672160083655E+01    0.113734709336E+02   -0.299838854479E+03    0.415428505764E+03   -0.769975815866E+03   
  7.20 -0.138310051569E+05    0.178627134169E+04   -0.503359678832E+04   -0.699543981469E+03    0.307715186119E+03   -0.423234295695E+03   -0.565519863392E+03    0.796047751354E+03   -0.137685671742E+02    0.341937303940E+01   -0.441831097158E+01   -0.242799647434E+03    0.357055776739E+03    0.360316143266E+01   -0.482299470838E+01    0.794259264582E+01   -0.224433612901E+03    0.310184910814E+03   -0.568786426573E+03   
