         320          19
         320          25
         320          32
         320          40
         320          49
         320          57
         320          65
         320          75
         320          83
         320          90
         320         100
         320         106
         320         115
         320         127
         320         133
         320         141
         320         152
         320         165
         320         171
         320         179
         320         188
         320         199
         320         205
         320         213
         320         223
         320         234
         320         240
         320         248
         320         258
         320         270
         320         282
         320         288
         320         296
         320         306
         320         314
         320         320
         321          26
         321          33
         321          41
         321          50
         321          58
