            2805        1 -0.228539573537E-03
            2805        2 -0.142692143159E-03
            2805        3 -0.878999420833E-04
            2805        4 -0.552500431209E-04
            2805        5 -0.357116440751E-04
            2805        6 -0.237480839657E-04
            2805        7 -0.161819430956E-04
            2805        8 -0.112900700643E-04
            2805        9 -0.805485412663E-05
            2805       10 -0.586630080318E-05
            2805       11 -0.435106403379E-05
            2805       12 -0.327805942890E-05
            2805       13 -0.250114291811E-05
            2805       14 -0.192792083620E-05
            2805       15 -0.149906043081E-05
            2805       16 -0.117703517164E-05
            2805       17 -0.932396437346E-06
            2805       18 -0.745741510566E-06
            2805       19 -0.601692682708E-06
            2805       20 -0.489034458101E-06
            2805       21 -0.399987567232E-06
            2805       22 -0.330014393581E-06
            2805       23 -0.274730829923E-06
            2805       24 -0.229984540423E-06
            2805       25 -0.193463846089E-06
            2805       26 -0.163734826089E-06
            2805       27 -0.139369021744E-06
            2805       28 -0.119109715669E-06
            2805       29 -0.102250930264E-06
            2805       30 -0.881968598589E-07
            2805       31 -0.763547417837E-07
            2805       32 -0.662737784905E-07
            2805       33 -0.577025863666E-07
            2805       34 -0.504047320621E-07
            2805       35 -0.441494748909E-07
            2805       36 -0.387722513757E-07
            2805       37 -0.341511930131E-07
            2805       38 -0.301651428826E-07
            2805       39 -0.267018851372E-07
            2805       40 -0.236891747397E-07
            2805       41 -0.210659318031E-07
            2805       42 -0.187713612608E-07
            2805       43 -0.168249522766E-07
            2805       44 -0.152828178662E-07
            2805       45 -0.137774493326E-07
            2805       46 -0.123695059196E-07
            2805       47 -0.111259035876E-07
            2805       48 -0.100258211927E-07
            2805       49 -0.905063012401E-08
            2805       50 -0.818437935349E-08
            2805       51 -0.741337441607E-08
            2805       52 -0.672582810223E-08
            2805       53 -0.611156973734E-08
            2805       54 -0.556180248640E-08
            2805       55 -0.506890015574E-08
            2805       56 -0.462623658020E-08
            2805       57 -0.422804197552E-08
            2805       58 -0.386928167206E-08
            2805       59 -0.354555347758E-08
            2805       60 -0.325300058972E-08
            2805       61 -0.298823752243E-08
            2805       62 -0.274828695302E-08
            2805       63 -0.253052575614E-08
            2805       64 -0.233263878572E-08
            2805       65 -0.215257920656E-08
            2805       66 -0.198853437596E-08
            2805       67 -0.183889643851E-08
            2805       68 -0.170223693278E-08
            2805       69 -0.157728481961E-08
            2805       70 -0.146290743544E-08
            2805       71 -0.135809395056E-08
            2805       72 -0.126194097733E-08
            2805       73 -0.117364002688E-08
            2805       74 -0.109246655830E-08
            2805       75 -0.101777040226E-08
            2805       76 -0.948967372909E-09
            2805       77 -0.885531909055E-09
            2805       78 -0.826990608233E-09
            2805       79 -0.772916536858E-09
            2805       80 -0.722924215843E-09
            2805       81 -0.676665195184E-09
            2805       82 -0.633824142777E-09
            2805       83 -0.594115383009E-09
            2805       84 -0.557279829236E-09
            2805       85 -0.523082261762E-09
            2805       86 -0.491308909279E-09
            2805       87 -0.461765297251E-09
            2805       88 -0.434274331383E-09
            2805       89 -0.408674588454E-09
            2805       90 -0.384818790264E-09
            2805       91 -0.362572439475E-09
            2805       92 -0.341812598839E-09
            2805       93 -0.322426797468E-09
            2805       94 -0.304312049888E-09
            2805       95 -0.287373975305E-09
            2805       96 -0.271526006007E-09
            2805       97 -0.256688675148E-09
            2805       98 -0.242788975318E-09
            2805       99 -0.229759780290E-09
            2805      100 -0.217539323198E-09
            2805      101 -0.206070725217E-09
            2806        1 -0.417551746254E-03
            2806        2 -0.256209576269E-03
            2806        3 -0.119879400172E-03
            2806        4 -0.641535508614E-04
            2806        5 -0.389987981482E-04
            2806        6 -0.260504177457E-04
            2806        7 -0.186060728148E-04
            2806        8 -0.138214862597E-04
            2806        9 -0.105116330268E-04
            2806       10 -0.809682198569E-05
            2806       11 -0.627890504598E-05
            2806       12 -0.489073029358E-05
            2806       13 -0.382472502464E-05
            2806       14 -0.300295622273E-05
            2806       15 -0.236827561100E-05
            2806       16 -0.187948945249E-05
            2806       17 -0.150217441889E-05
            2806       18 -0.121111890186E-05
            2806       19 -0.985172720013E-06
            2806       20 -0.807644561133E-06
            2806       21 -0.666712601344E-06
            2806       22 -0.555279171137E-06
            2806       23 -0.466470314525E-06
            2806       24 -0.393790357189E-06
            2806       25 -0.333747821054E-06
            2806       26 -0.284283845849E-06
            2806       27 -0.243348468057E-06
            2806       28 -0.209116604996E-06
            2806       29 -0.180484321582E-06
            2806       30 -0.156491943642E-06
            2806       31 -0.136184586936E-06
            2806       32 -0.118830832056E-06
            2806       33 -0.104013153607E-06
            2806       34 -0.913375591415E-07
            2806       35 -0.804191530829E-07
            2806       36 -0.709787909536E-07
            2806       37 -0.628055547924E-07
            2806       38 -0.556896637471E-07
            2806       39 -0.494398852131E-07
            2806       40 -0.439479059920E-07
            2806       41 -0.391285749784E-07
            2806       42 -0.348971802766E-07
            2806       43 -0.313068623324E-07
            2806       44 -0.284564383612E-07
            2806       45 -0.256711400655E-07
            2806       46 -0.230662191751E-07
            2806       47 -0.207632966776E-07
            2806       48 -0.187243479508E-07
            2806       49 -0.169153383693E-07
            2806       50 -0.153070928090E-07
            2806       51 -0.138745366191E-07
            2806       52 -0.125960650155E-07
            2806       53 -0.114530175506E-07
            2806       54 -0.104292388419E-07
            2806       55 -0.951071033856E-08
            2806       56 -0.868524077651E-08
            2806       57 -0.794220525975E-08
            2806       58 -0.727232475357E-08
            2806       59 -0.666747925446E-08
            2806       60 -0.612054910245E-08
            2806       61 -0.562527987338E-08
            2806       62 -0.517616707939E-08
            2806       63 -0.476835755035E-08
            2806       64 -0.439756489814E-08
            2806       65 -0.405999689712E-08
            2806       66 -0.375229297167E-08
            2806       67 -0.347147027520E-08
            2806       68 -0.321487708816E-08
            2806       69 -0.298015246441E-08
            2806       70 -0.276519122295E-08
            2806       71 -0.256811352154E-08
            2806       72 -0.238723836579E-08
            2806       73 -0.222106050467E-08
            2806       74 -0.206823024563E-08
            2806       75 -0.192753579131E-08
            2806       76 -0.179788775808E-08
            2806       77 -0.167830558553E-08
            2806       78 -0.156790558777E-08
            2806       79 -0.146589043247E-08
            2806       80 -0.137153986344E-08
            2806       81 -0.128420250821E-08
            2806       82 -0.120328863347E-08
            2806       83 -0.112826373015E-08
            2806       84 -0.105864282529E-08
            2806       85 -0.993985432086E-09
            2806       86 -0.933891060500E-09
            2806       87 -0.877995221392E-09
            2806       88 -0.825965865495E-09
            2806       89 -0.777500206142E-09
            2806       90 -0.732321881038E-09
            2806       91 -0.690178413972E-09
            2806       92 -0.650838942274E-09
            2806       93 -0.614092179872E-09
            2806       94 -0.579744589586E-09
            2806       95 -0.547618741443E-09
            2806       96 -0.517551836499E-09
            2806       97 -0.489394378164E-09
            2806       98 -0.463008975083E-09
            2806       99 -0.438269261494E-09
            2806      100 -0.415058922570E-09
            2806      101 -0.393270813740E-09
            2807        1  0.556085421344E-03
            2807        2  0.340753192914E-03
            2807        3  0.150957839436E-03
            2807        4  0.730720009449E-04
            2807        5  0.385914094637E-04
            2807        6  0.218356207085E-04
            2807        7  0.132187289080E-04
            2807        8  0.845152727303E-05
            2807        9  0.564816541594E-05
            2807       10  0.388881172336E-05
            2807       11  0.272827451580E-05
            2807       12  0.194051015944E-05
            2807       13  0.139797694027E-05
            2807       14  0.101981593977E-05
            2807       15  0.752094248876E-06
            2807       16  0.561201177921E-06
            2807       17  0.421855909677E-06
            2807       18  0.319618441049E-06
            2807       19  0.243786074622E-06
            2807       20  0.187149131123E-06
            2807       21  0.144699749172E-06
            2807       22  0.113432381179E-06
            2807       23  0.904362996264E-07
            2807       24  0.729597691110E-07
            2807       25  0.595137204969E-07
            2807       26  0.492112151454E-07
            2807       27  0.411690664138E-07
            2807       28  0.346372139173E-07
            2807       29  0.292925064062E-07
            2807       30  0.248971930403E-07
            2807       31  0.212150210962E-07
            2807       32  0.180796294980E-07
            2807       33  0.154228317667E-07
            2807       34  0.131838016716E-07
            2807       35  0.113024168299E-07
            2807       36  0.972673709394E-08
            2807       37  0.841010117710E-08
            2807       38  0.730593577402E-08
            2807       39  0.637078600772E-08
            2807       40  0.557513784566E-08
            2807       41  0.489337138780E-08
            2807       42  0.429993983092E-08
            2807       43  0.377755919732E-08
            2807       44  0.331440795581E-08
            2807       45  0.290799682933E-08
            2807       46  0.255750697909E-08
            2807       47  0.225446862353E-08
            2807       48  0.199177025114E-08
            2807       49  0.176347006636E-08
            2807       50  0.156458309653E-08
            2807       51  0.139091436457E-08
            2807       52  0.123892330490E-08
            2807       53  0.110561317948E-08
            2807       54  0.988440574693E-09
            2807       55  0.885241086581E-09
            2807       56  0.794168103019E-09
            2807       57  0.713642218024E-09
            2807       58  0.642309305989E-09
            2807       59  0.579005672005E-09
            2807       60  0.522729002327E-09
            2807       61  0.472614083305E-09
            2807       62  0.427912452154E-09
            2807       63  0.387975298939E-09
