         269         233
         269         239
         269         247
         269         257
         269         269
         270           9
         270          14
         270          19
         270          25
         270          32
         270          40
         270          49
         270          57
         270          65
         270          75
         270          90
         270         100
         270         106
         270         115
         270         127
         270         133
         270         141
         270         152
         270         165
         270         171
         270         179
         270         188
         270         199
         270         205
         270         213
         270         223
         270         234
         270         240
         270         248
         270         258
         270         270
         271          26
         271          33
         271          41
         271          50
