             799        1  0.387872037934E-02
             799        2  0.242326449317E-02
             799        3  0.154033109620E-02
             799        4  0.969136499795E-03
             799        5  0.602745402982E-03
             799        6  0.369456408529E-03
             799        7  0.221543668312E-03
             799        8  0.128965057988E-03
             799        9  0.726433856427E-04
             799       10  0.394947629007E-04
             799       11  0.201833338684E-04
             799       12  0.908343227506E-05
             799       13  0.298198892708E-05
             799       14 -0.164911698060E-06
             799       15 -0.162251546244E-05
             799       16 -0.211243786811E-05
             799       17 -0.214684672051E-05
             799       18 -0.196477158324E-05
             799       19 -0.171224441500E-05
             799       20 -0.145006991625E-05
             799       21 -0.120811744852E-05
             799       22 -0.991398926422E-06
             799       23 -0.803749133905E-06
             799       24 -0.648310825253E-06
             799       25 -0.522730868873E-06
             799       26 -0.422035297734E-06
             799       27 -0.341234195935E-06
             799       28 -0.275921497929E-06
             799       29 -0.223563428834E-06
             799       30 -0.182000753403E-06
             799       31 -0.149082722545E-06
             799       32 -0.123243668054E-06
             799       33 -0.103226013429E-06
             799       34 -0.865866666432E-07
             799       35 -0.728212873226E-07
             799       36 -0.615139124210E-07
             799       37 -0.522685600038E-07
             799       38 -0.446697699605E-07
             799       39 -0.383251776603E-07
             799       40 -0.330106468493E-07
             799       41 -0.285422219842E-07
             799       42 -0.247283162572E-07
             799       43 -0.214935671342E-07
             799       44 -0.188703139514E-07
             799       45 -0.164873641871E-07
             799       46 -0.143702887229E-07
             799       47 -0.125545419021E-07
             799       48 -0.109938130091E-07
             799       49 -0.964880415186E-08
             799       50 -0.848679291636E-08
             799       51 -0.748044784572E-08
             799       52 -0.660687202385E-08
             799       53 -0.584682808660E-08
             799       54 -0.518410808195E-08
             799       55 -0.460501939845E-08
             799       56 -0.409796402965E-08
             799       57 -0.365309315150E-08
             799       58 -0.326202267249E-08
             799       59 -0.291759830550E-08
             799       60 -0.261370098690E-08
             799       61 -0.234508526771E-08
             799       62 -0.210724472899E-08
             799       63 -0.189629961023E-08
             799       64 -0.170890274641E-08
             799       65 -0.154216063674E-08
             799       66 -0.139356705191E-08
             799       67 -0.126094705798E-08
             799       68 -0.114240971523E-08
             799       69 -0.103630801936E-08
             799       70 -0.941204902981E-09
             799       71 -0.855844320054E-09
             799       72 -0.779126603081E-09
             799       73 -0.710087419754E-09
             799       74 -0.647879768402E-09
             799       75 -0.591758544153E-09
             799       76 -0.541067284272E-09
             799       77 -0.495226764434E-09
             799       78 -0.453725170090E-09
             799       79 -0.416109610834E-09
             799       80 -0.381978781857E-09
             799       81 -0.350976607029E-09
             799       82 -0.322786723406E-09
             799       83 -0.297127688284E-09
             799       84 -0.273748807710E-09
             799       85 -0.252426500436E-09
             799       86 -0.232961123884E-09
             799       87 -0.215174199455E-09
             799       88 -0.198905983493E-09
             799       89 -0.184013337914E-09
             799       90 -0.170367861003E-09
             799       91 -0.157854244417E-09
             799       92 -0.146368827142E-09
             799       93 -0.135818321171E-09
             799       94 -0.126118687115E-09
             799       95 -0.117194140889E-09
             799       96 -0.108976275137E-09
             799       97 -0.101403281240E-09
             799       98 -0.944192595766E-10
             799       99 -0.879736073531E-10
             799      100 -0.820204746629E-10
             799      101 -0.765182806483E-10
             800        1 -0.671129088218E-03
             800        2 -0.421737996557E-03
             800        3 -0.269038790094E-03
             800        4 -0.142412785950E-03
             800        5 -0.584808861236E-04
