COLLISION_TYPE= 0
NUMBER_OF_CHANLS=    6
NUMBER_OF_STATES=     81
MATRIX_SIZE=       322
R_GRID_SIZE=    2
  #STATE #CHANNEL      J12      M12       J1      KA1      KC1       J2      KA2      KC2  P
       1        1        0        0        0        0        0        0        0        0  1
       2        2        1       -1        0        0        0        1        1        1  1
       3        2        1        0        0        0        0        1        1        1  1
       4        2        1        1        0        0        0        1        1        1  1
       5        2        1       -1        0        0        0        1        1        1 -1
       6        2        1        0        0        0        0        1        1        1 -1
       7        2        1        1        0        0        0        1        1        1 -1
       8        3        2       -2        0        0        0        2        0        2  1
       9        3        2       -1        0        0        0        2        0        2  1
      10        3        2        0        0        0        0        2        0        2  1
      11        3        2        1        0        0        0        2        0        2  1
      12        3        2        2        0        0        0        2        0        2  1
      13        3        2       -2        0        0        0        2        0        2 -1
      14        3        2       -1        0        0        0        2        0        2 -1
      15        3        2        0        0        0        0        2        0        2 -1
      16        3        2        1        0        0        0        2        0        2 -1
      17        3        2        2        0        0        0        2        0        2 -1
      18        4        0        0        1        1        1        1        1        1  1
      19        4        1       -1        1        1        1        1        1        1 -1
      20        4        1        0        1        1        1        1        1        1 -1
      21        4        1        1        1        1        1        1        1        1 -1
      22        4        2       -2        1        1        1        1        1        1  1
      23        4        2       -1        1        1        1        1        1        1  1
      24        4        2        0        1        1        1        1        1        1  1
      25        4        2        1        1        1        1        1        1        1  1
      26        4        2        2        1        1        1        1        1        1  1
      27        5        1       -1        1        1        1        2        0        2  1
      28        5        1        0        1        1        1        2        0        2  1
      29        5        1        1        1        1        1        2        0        2  1
      30        5        2       -2        1        1        1        2        0        2  1
      31        5        2       -1        1        1        1        2        0        2  1
      32        5        2        0        1        1        1        2        0        2  1
      33        5        2        1        1        1        1        2        0        2  1
      34        5        2        2        1        1        1        2        0        2  1
      35        5        3       -3        1        1        1        2        0        2  1
      36        5        3       -2        1        1        1        2        0        2  1
      37        5        3       -1        1        1        1        2        0        2  1
      38        5        3        0        1        1        1        2        0        2  1
      39        5        3        1        1        1        1        2        0        2  1
      40        5        3        2        1        1        1        2        0        2  1
      41        5        3        3        1        1        1        2        0        2  1
      42        5        1       -1        1        1        1        2        0        2 -1
      43        5        1        0        1        1        1        2        0        2 -1
      44        5        1        1        1        1        1        2        0        2 -1
      45        5        2       -2        1        1        1        2        0        2 -1
      46        5        2       -1        1        1        1        2        0        2 -1
      47        5        2        0        1        1        1        2        0        2 -1
      48        5        2        1        1        1        1        2        0        2 -1
      49        5        2        2        1        1        1        2        0        2 -1
      50        5        3       -3        1        1        1        2        0        2 -1
      51        5        3       -2        1        1        1        2        0        2 -1
      52        5        3       -1        1        1        1        2        0        2 -1
      53        5        3        0        1        1        1        2        0        2 -1
      54        5        3        1        1        1        1        2        0        2 -1
      55        5        3        2        1        1        1        2        0        2 -1
      56        5        3        3        1        1        1        2        0        2 -1
      57        6        0        0        2        0        2        2        0        2  1
      58        6        1       -1        2        0        2        2        0        2 -1
      59        6        1        0        2        0        2        2        0        2 -1
      60        6        1        1        2        0        2        2        0        2 -1
      61        6        2       -2        2        0        2        2        0        2  1
      62        6        2       -1        2        0        2        2        0        2  1
      63        6        2        0        2        0        2        2        0        2  1
      64        6        2        1        2        0        2        2        0        2  1
      65        6        2        2        2        0        2        2        0        2  1
      66        6        3       -3        2        0        2        2        0        2 -1
      67        6        3       -2        2        0        2        2        0        2 -1
      68        6        3       -1        2        0        2        2        0        2 -1
      69        6        3        0        2        0        2        2        0        2 -1
      70        6        3        1        2        0        2        2        0        2 -1
      71        6        3        2        2        0        2        2        0        2 -1
      72        6        3        3        2        0        2        2        0        2 -1
      73        6        4       -4        2        0        2        2        0        2  1
      74        6        4       -3        2        0        2        2        0        2  1
      75        6        4       -2        2        0        2        2        0        2  1
      76        6        4       -1        2        0        2        2        0        2  1
      77        6        4        0        2        0        2        2        0        2  1
      78        6        4        1        2        0        2        2        0        2  1
      79        6        4        2        2        0        2        2        0        2  1
      80        6        4        3        2        0        2        2        0        2  1
      81        6        4        4        2        0        2        2        0        2  1
       MIJ_INDEX     ST_1     ST_2
               1        1        1
               2        2        2
               3        3        1
               4        3        3
               5        4        4
               6        5        5
               7        6        6
               8        7        7
               9        8        8
              10        9        2
              11        9        9
              12       10        1
              13       10        3
              14       10       10
              15       11        4
              16       11       11
              17       12       12
              18       13       13
              19       14        5
              20       14       14
              21       15        6
              22       15       15
              23       16        7
              24       16       16
              25       17       17
              26       18        1
              27       18        3
              28       18       10
              29       18       18
              30       19        5
              31       19       14
              32       19       19
              33       20        6
              34       20       15
              35       20       20
              36       21        7
              37       21       16
              38       21       21
              39       22        8
              40       22       22
              41       23        2
              42       23        9
              43       23       23
              44       24        1
              45       24        3
              46       24       10
              47       24       18
              48       24       24
              49       25        4
              50       25       11
              51       25       25
              52       26       12
              53       26       26
              54       27        2
              55       27        9
              56       27       23
              57       27       27
              58       28        1
              59       28        3
              60       28       10
              61       28       18
              62       28       24
              63       28       28
              64       29        4
              65       29       11
              66       29       25
              67       29       29
              68       30        8
              69       30       22
              70       30       30
              71       31        2
              72       31        9
              73       31       23
              74       31       27
              75       31       31
              76       32        1
              77       32        3
              78       32       10
              79       32       18
              80       32       24
              81       32       28
              82       32       32
              83       33        4
              84       33       11
              85       33       25
              86       33       29
              87       33       33
              88       34       12
              89       34       26
              90       34       34
              91       35       35
              92       36        8
              93       36       22
              94       36       30
              95       36       36
              96       37        2
              97       37        9
              98       37       23
              99       37       27
             100       37       31
             101       37       37
             102       38        1
             103       38        3
             104       38       10
             105       38       18
             106       38       24
             107       38       28
             108       38       32
             109       38       38
             110       39        4
             111       39       11
             112       39       25
             113       39       29
             114       39       33
             115       39       39
             116       40       12
             117       40       26
             118       40       34
             119       40       40
             120       41       41
             121       42        5
             122       42       14
             123       42       19
             124       42       42
             125       43        6
             126       43       15
             127       43       20
             128       43       43
             129       44        7
             130       44       16
             131       44       21
             132       44       44
             133       45       13
             134       45       45
             135       46        5
             136       46       14
             137       46       19
             138       46       42
             139       46       46
             140       47        6
             141       47       15
             142       47       20
             143       47       43
             144       47       47
             145       48        7
             146       48       16
             147       48       21
             148       48       44
             149       48       48
             150       49       17
             151       49       49
             152       50       50
             153       51       13
             154       51       45
             155       51       51
             156       52        5
             157       52       14
             158       52       19
             159       52       42
             160       52       46
             161       52       52
             162       53        6
             163       53       15
             164       53       20
             165       53       43
             166       53       47
             167       53       53
             168       54        7
             169       54       16
             170       54       21
             171       54       44
             172       54       48
             173       54       54
             174       55       17
             175       55       49
             176       55       55
             177       56       56
             178       57        1
             179       57        3
             180       57       10
             181       57       18
             182       57       24
             183       57       28
             184       57       32
             185       57       38
             186       57       57
             187       58        5
             188       58       14
             189       58       19
             190       58       42
             191       58       46
             192       58       52
             193       58       58
             194       59        6
             195       59       15
             196       59       20
             197       59       43
             198       59       47
             199       59       53
             200       59       59
             201       60        7
             202       60       16
             203       60       21
             204       60       44
             205       60       48
             206       60       54
             207       60       60
             208       61        8
             209       61       22
             210       61       30
             211       61       36
             212       61       61
             213       62        2
             214       62        9
             215       62       23
             216       62       27
             217       62       31
             218       62       37
             219       62       62
             220       63        1
             221       63        3
             222       63       10
             223       63       18
             224       63       24
             225       63       28
             226       63       32
             227       63       38
             228       63       57
             229       63       63
             230       64        4
             231       64       11
             232       64       25
             233       64       29
             234       64       33
             235       64       39
             236       64       64
             237       65       12
             238       65       26
             239       65       34
             240       65       40
             241       65       65
             242       66       50
             243       66       66
             244       67       13
             245       67       45
             246       67       51
             247       67       67
             248       68        5
             249       68       14
             250       68       19
             251       68       42
             252       68       46
             253       68       52
             254       68       58
             255       68       68
             256       69        6
             257       69       15
             258       69       20
             259       69       43
             260       69       47
             261       69       53
             262       69       59
             263       69       69
             264       70        7
             265       70       16
             266       70       21
             267       70       44
             268       70       48
             269       70       54
             270       70       60
             271       70       70
             272       71       17
             273       71       49
             274       71       55
             275       71       71
             276       72       56
             277       72       72
             278       73       73
             279       74       35
             280       74       74
             281       75        8
             282       75       22
             283       75       30
             284       75       36
             285       75       61
             286       75       75
             287       76        2
             288       76        9
             289       76       23
             290       76       27
             291       76       31
             292       76       37
             293       76       62
             294       76       76
             295       77        1
