TOTAL potential expansion
   Dist  Ngeom Nfunc Sinv       RMS         EEST
   7.250 1000   46   1.949    0.130153    0.100821
 
  0  0  0  0          -27.024450
  0  0  2  2            0.543105
  0  0  4  4           -0.205397
  1  0  0  1           12.788818
  1  0  2  1            7.063205
  1  0  2  3            7.302941
  1  0  4  3            0.792704
  1  0  4  5            2.723178
  2  0  0  2          -22.789238
  2  0  2  0            2.475504
  2  0  2  2           -9.239262
  2  0  2  4           -4.353697
  2  0  4  2            0.778136
  2  0  4  4           -0.563698
  2  0  4  6           -1.673477
  3  0  0  3            0.581419
  3  0  2  1           -0.104057
  3  0  2  3           -1.015646
  3  0  2  5           -4.233345
  3  0  4  7           -0.465640
  3  3  0  3            3.244268
  3  3  2  1           -0.927415
  3  3  2  3            3.531408
  3  3  2  4           -0.604220
  3  3  2  5            7.444690
  3  3  4  7            0.834449
  4  0  0  4            0.713729
  4  0  2  4           -0.050489
  4  0  2  6           -0.274108
  4  3  0  4           -0.467990
  4  3  2  2           -0.235413
  4  3  2  4            0.905951
  4  3  2  6            1.926389
  4  3  4  8            0.384653
  5  0  0  5            0.397242
  5  0  2  7            0.162582
  6  0  0  6           -0.584641
  6  3  0  6            0.212628
  6  3  2  8           -0.089599
  6  6  0  6           -0.218508
  6  6  2  6           -0.506144
  6  6  2  8            0.082467
  7  0  0  7            0.264883
  7  3  0  7            0.464307
  7  6  0  7           -0.317528
  7  6  2  9            0.240622
