TOTAL potential expansion
   Dist  Ngeom Nfunc Sinv       RMS         EEST
   8.500 1000   46   1.949    0.044031    0.034108
 
  0  0  0  0           -7.908687
  0  0  2  2           -0.195019
  0  0  4  4           -0.114719
  1  0  0  1            6.249303
  1  0  2  1            2.800945
  1  0  2  3            6.687300
  1  0  4  3            0.431579
  1  0  4  5            1.702862
  2  0  0  2           -7.840948
  2  0  2  0            0.715049
  2  0  2  2           -3.989508
  2  0  2  4           -4.301939
  2  0  4  2            0.381747
  2  0  4  4           -0.203525
  2  0  4  6           -1.021188
  3  0  0  3           -1.321136
  3  0  2  1            0.188271
  3  0  2  3           -1.006254
  3  0  2  5           -1.496642
  3  0  4  7           -0.320516
  3  3  0  3            2.480381
  3  3  2  1           -0.494186
  3  3  2  3            1.632239
  3  3  2  4           -0.349466
  3  3  2  5            3.635486
  3  3  4  7            0.435475
  4  0  0  4            0.474635
  4  0  2  4            0.256405
  4  0  2  6           -0.189409
  4  3  0  4            0.328070
  4  3  2  2           -0.399536
  4  3  2  4            0.835594
  4  3  2  6            0.566917
  4  3  4  8            0.197823
  5  0  0  5            0.203676
  5  0  2  7            0.109930
  6  0  0  6           -0.034672
  6  3  0  6           -0.118531
  6  3  2  8           -0.006145
  6  6  0  6           -0.092652
  6  6  2  6           -0.079920
  6  6  2  8            0.032615
  7  0  0  7           -0.020058
  7  3  0  7            0.054113
  7  6  0  7           -0.030070
  7  6  2  9            0.043074
