TOTAL potential expansion
   Dist  Ngeom Nfunc Sinv       RMS         EEST
  11.000 1000   46   1.949    0.008848    0.006854
 
  0  0  0  0           -1.859671
  0  0  2  2            0.239768
  0  0  4  4            0.061371
  1  0  0  1            0.342184
  1  0  2  1            0.527611
  1  0  2  3            4.747501
  1  0  4  3            0.063926
  1  0  4  5            0.453308
  2  0  0  2           -0.261520
  2  0  2  0            0.196727
  2  0  2  2           -0.463930
  2  0  2  4           -2.704620
  2  0  4  2            0.053337
  2  0  4  4            0.024089
  2  0  4  6           -0.215753
  3  0  0  3           -0.346238
  3  0  2  1           -0.017127
  3  0  2  3           -0.146159
  3  0  2  5           -0.658724
  3  0  4  7           -0.091351
  3  3  0  3            0.299200
  3  3  2  1           -0.051465
  3  3  2  3            0.181534
  3  3  2  4           -0.048104
  3  3  2  5            1.256306
  3  3  4  7            0.078082
  4  0  0  4            0.132358
  4  0  2  4            0.023618
  4  0  2  6            0.023516
  4  3  0  4            0.112442
  4  3  2  2           -0.061700
  4  3  2  4            0.126799
  4  3  2  6            0.233381
  4  3  4  8            0.033329
  5  0  0  5            0.048183
  5  0  2  7            0.023030
  6  0  0  6            0.013720
  6  3  0  6           -0.033505
  6  3  2  8           -0.000509
  6  6  0  6            0.013739
  6  6  2  6            0.012450
  6  6  2  8            0.010676
  7  0  0  7            0.000451
  7  3  0  7            0.000112
  7  6  0  7            0.025996
  7  6  2  9            0.015908
