TOTAL potential expansion
   Dist  Ngeom Nfunc Sinv       RMS         EEST
   6.500 1000   46   1.949    0.265851    0.205939
 
  0  0  0  0          -63.274437
  0  0  2  2           -4.222534
  0  0  4  4           -0.534485
  1  0  0  1           17.785997
  1  0  2  1           11.169426
  1  0  2  3            8.005319
  1  0  4  3            1.723497
  1  0  4  5            2.400402
  2  0  0  2          -44.196959
  2  0  2  0            4.669967
  2  0  2  2          -12.703621
  2  0  2  4           -3.297321
  2  0  4  2            1.593746
  2  0  4  4           -1.207532
  2  0  4  6           -1.468285
  3  0  0  3            2.367023
  3  0  2  1           -0.481149
  3  0  2  3           -0.755505
  3  0  2  5           -6.530817
  3  0  4  7           -0.375104
  3  3  0  3            2.508058
  3  3  2  1           -1.317408
  3  3  2  3            5.208228
  3  3  2  4           -0.842088
  3  3  2  5            9.351746
  3  3  4  7            0.799602
  4  0  0  4            1.888080
  4  0  2  4           -0.779427
  4  0  2  6           -0.328567
  4  3  0  4           -1.411948
  4  3  2  2            0.569020
  4  3  2  4            0.482059
  4  3  2  6            1.939454
  4  3  4  8            0.321081
  5  0  0  5            0.348480
  5  0  2  7            0.358372
  6  0  0  6           -1.549664
  6  3  0  6            1.216638
  6  3  2  8           -0.741039
  6  6  0  6           -1.004624
  6  6  2  6           -0.838259
  6  6  2  8            0.363251
  7  0  0  7            0.468851
  7  3  0  7            1.168504
  7  6  0  7           -0.921611
  7  6  2  9            0.353296
