TOTAL potential expansion
   Dist  Ngeom Nfunc Sinv       RMS         EEST
   8.000 1000   46   1.949    0.064551    0.050004
 
  0  0  0  0          -12.914436
  0  0  2  2            0.494064
  0  0  4  4           -0.201779
  1  0  0  1            8.632304
  1  0  2  1            4.264885
  1  0  2  3            6.684426
  1  0  4  3            0.496541
  1  0  4  5            2.132906
  2  0  0  2          -12.212194
  2  0  2  0            1.265044
  2  0  2  2           -5.912224
  2  0  2  4           -4.244495
  2  0  4  2            0.465929
  2  0  4  4           -0.299002
  2  0  4  6           -1.309918
  3  0  0  3           -0.926678
  3  0  2  1            0.104933
  3  0  2  3           -1.112376
  3  0  2  5           -2.202568
  3  0  4  7           -0.422426
  3  3  0  3            2.960941
  3  3  2  1           -0.636414
  3  3  2  3            2.277531
  3  3  2  4           -0.454430
  3  3  2  5            4.846254
  3  3  4  7            0.599379
  4  0  0  4            0.519209
  4  0  2  4            0.247564
  4  0  2  6           -0.263415
  4  3  0  4            0.134272
  4  3  2  2           -0.402520
  4  3  2  4            0.959050
  4  3  2  6            0.983000
  4  3  4  8            0.293566
  5  0  0  5            0.273126
  5  0  2  7            0.150629
  6  0  0  6           -0.140358
  6  3  0  6           -0.119026
  6  3  2  8            0.027694
  6  6  0  6           -0.096237
  6  6  2  6           -0.185944
  6  6  2  8            0.023613
  7  0  0  7            0.047059
  7  3  0  7            0.144352
  7  6  0  7           -0.078449
  7  6  2  9            0.074458
