TOTAL potential expansion
   Dist  Ngeom Nfunc Sinv       RMS         EEST
  10.000 1000   46   1.949    0.016155    0.012514
 
  0  0  0  0           -2.749057
  0  0  2  2            0.100742
  0  0  4  4            0.016375
  1  0  0  1            1.564339
  1  0  2  1            0.870215
  1  0  2  3            5.820558
  1  0  4  3            0.157537
  1  0  4  5            0.838046
  2  0  0  2           -1.438510
  2  0  2  0            0.238398
  2  0  2  2           -1.066429
  2  0  2  4           -3.550171
  2  0  4  2            0.137320
  2  0  4  4           -0.001026
  2  0  4  6           -0.447125
  3  0  0  3           -0.772637
  3  0  2  1            0.010775
  3  0  2  3           -0.334893
  3  0  2  5           -0.904459
  3  0  4  7           -0.148806
  3  3  0  3            0.887049
  3  3  2  1           -0.125122
  3  3  2  3            0.450037
  3  3  2  4           -0.118228
  3  3  2  5            1.881860
  3  3  4  7            0.161022
  4  0  0  4            0.238443
  4  0  2  4            0.078173
  4  0  2  6           -0.002224
  4  3  0  4            0.266439
  4  3  2  2           -0.152512
  4  3  2  4            0.301670
  4  3  2  6            0.287060
  4  3  4  8            0.060700
  5  0  0  5            0.121186
  5  0  2  7            0.022944
  6  0  0  6            0.003179
  6  3  0  6           -0.051725
  6  3  2  8           -0.002578
  6  6  0  6           -0.016365
  6  6  2  6            0.015673
  6  6  2  8            0.010640
  7  0  0  7            0.003524
  7  3  0  7            0.012507
  7  6  0  7            0.008272
  7  6  2  9            0.025834
