R_Bohr           v_0_0_0_0             v_0_0_2_2             v_0_0_4_4             v_1_0_0_1             v_1_0_2_1             v_1_0_2_3             v_1_0_4_3             v_1_0_4_5             v_1_0_6_7             v_2_0_0_2             v_2_0_2_0             v_2_0_2_2             v_2_0_2_4             v_2_0_4_6             v_2_2_0_2             v_2_2_2_0             v_2_2_2_1             v_2_2_2_2             v_2_2_2_3             v_2_2_2_4             v_2_2_4_6             v_2_2_6_8             v_3_0_0_3             v_3_0_2_1             v_3_0_2_3             v_3_0_2_5             v_3_0_4_7             v_3_2_0_3             v_3_2_2_1             v_3_2_2_3             v_3_2_2_4             v_3_2_2_5             v_3_2_4_7             v_3_2_6_9             v_4_0_0_4             v_4_0_2_4             v_4_0_2_6             v_4_0_4_8             v_4_2_0_4             v_4_2_2_2             v_4_2_2_4             v_4_2_2_6             v_4_2_4_8             v_4_4_0_4             v_4_4_2_2             v_4_4_2_4             v_4_4_2_5             v_4_4_2_6             v_4_4_4_8             v_5_0_0_5             v_5_0_2_7             v_5_2_0_5             v_5_2_2_7             v_5_4_0_5             v_5_4_2_5             v_5_4_2_7             v_5_4_4_9             v_6_0_0_6             v_6_0_2_8            v_6_0_4_10             v_6_2_0_6             v_6_2_2_8            v_6_2_4_10             v_6_4_0_6             v_6_4_2_8            v_6_4_4_10             v_6_6_0_6             v_6_6_2_8            v_6_6_4_10             v_7_0_0_7             v_7_0_2_9             v_7_2_0_7             v_7_2_2_9            v_7_2_4_11             v_7_4_0_7             v_7_4_2_9             v_7_6_0_7             v_7_6_2_9            v_7_6_4_11             v_8_6_0_8            v_8_6_2_10            v_9_4_2_11            v_9_6_2_11   
 13.53 -0.135695568695E+02   -0.661570608407E+00   -0.872838554589E-04    0.730856779263E+00   -0.356376365312E-02   -0.291146601988E+02   -0.512264995349E-02   -0.215561973820E+00   -0.235028506225E-02   -0.602199974130E+00   -0.119127730734E-01   -0.165015387501E-01   -0.662014897633E+00   -0.686570466745E-02   -0.206437092149E+00   -0.454530690678E-03   -0.109585475550E-01   -0.761200968340E-02   -0.174806517380E-01    0.762178409326E+01    0.826697839742E-01    0.215774635351E-02   -0.115805151202E+00    0.227722064365E-02   -0.592411014970E-02    0.929547320915E+00    0.109512487284E-01    0.270461786452E+00    0.213913089662E-02    0.816899588430E-02    0.151728044550E-02   -0.117666125944E+01   -0.208907906765E-01   -0.714888085105E-03    0.451551153842E-01   -0.153367180639E-02   -0.168343632573E+00   -0.594878778593E-02   -0.456306786062E-01   -0.264952407822E-02    0.105759706712E-02    0.146368563005E+00    0.553118455299E-02   -0.308679215896E-01    0.134006537379E-02    0.677762635269E-05    0.204853506074E-03    0.147939519858E+00    0.403644352020E-02    0.448145690887E-03    0.632751021815E-02    0.794826053095E-04    0.396632927278E-02    0.728174713274E-02    0.184514636799E-02   -0.416130613081E-01    0.486047327384E-03   -0.524672031956E-02    0.172257245736E-02   -0.979757216825E-03   -0.167604805815E-02   -0.721757586063E-02    0.254757465764E-02   -0.199019761278E-02    0.793826667445E-02    0.243901763561E-02   -0.997700905684E-03    0.262886290600E-02    0.106423387257E-03   -0.329810173679E-04   -0.798299377709E-03    0.894893141053E-06    0.817712209158E-03    0.169782028985E-04   -0.756991865015E-04   -0.574115837801E-03    0.357237158373E-03   -0.899633218904E-03   -0.750959933023E-04   -0.787853065775E-04    0.174134432915E-03    0.108804179282E-04   -0.458556034393E-04   
 13.80 -0.119850980265E+02   -0.589355074950E+00   -0.838365598501E-04    0.631671918768E+00   -0.442186294955E-02   -0.269156602117E+02   -0.470935027305E-02   -0.191886673900E+00   -0.178224745911E-02   -0.537817376912E+00   -0.104820177818E-01   -0.147719705975E-01   -0.596937847995E+00   -0.594467205801E-02   -0.181091559085E+00   -0.486879386531E-03   -0.964573444257E-02   -0.642698063653E-02   -0.152454412464E-01    0.690700863807E+01    0.718233958406E-01    0.201387814936E-02   -0.985292552210E-01    0.174958546111E-02   -0.507701683700E-02    0.825813661365E+00    0.891406699465E-02    0.234029842315E+00    0.210702736907E-02    0.697994306876E-02    0.126416644073E-02   -0.104599228253E+01   -0.179429634263E-01   -0.589175346395E-03    0.385102586223E-01   -0.178123375247E-02   -0.146690046393E+00   -0.524661666267E-02   -0.387796299693E-01   -0.256477624986E-02    0.119433394043E-02    0.127600832411E+00    0.476319273347E-02   -0.261924327142E-01    0.112579063646E-02    0.167715749496E-03    0.257191119518E-04    0.128903449669E+00    0.349037849300E-02    0.540646981967E-03    0.538552133979E-02    0.167185243702E-03    0.340981597586E-02    0.571594750264E-02    0.158119592196E-02   -0.353235751569E-01    0.563031652435E-03   -0.474691040288E-02    0.132515480592E-02   -0.792801085744E-03   -0.155830671678E-02   -0.617414076842E-02    0.233480064566E-02   -0.160578865768E-02    0.675092991421E-02    0.239974817009E-02   -0.789932154109E-03    0.220540483867E-02    0.851731787731E-04   -0.589301420323E-05   -0.648036949930E-03   -0.312973060349E-04    0.658540505749E-03    0.296897042372E-05   -0.208911860239E-04   -0.479450011685E-03    0.270561033453E-03   -0.729487585002E-03   -0.491297415564E-04   -0.665605618913E-04    0.127952086961E-03    0.129710734581E-04   -0.437963780402E-04   
 14.07 -0.106127980044E+02   -0.526313416318E+00   -0.106654868401E-04    0.547661008743E+00   -0.511378751284E-02   -0.249200872430E+02   -0.434057425827E-02   -0.171226043967E+00   -0.133810300163E-02   -0.481051632910E+00   -0.930245574014E-02   -0.132036763567E-01   -0.539429772615E+00   -0.523382871036E-02   -0.159252663705E+00   -0.533433924046E-03   -0.853765549784E-02   -0.537954546584E-02   -0.133596568668E-01    0.627091383746E+01    0.625770269460E-01    0.186164888348E-02   -0.839764447952E-01    0.126366193977E-02   -0.431088511116E-02    0.735155416014E+00    0.734330437798E-02    0.202984443352E+00    0.214909325694E-02    0.589395386432E-02    0.104304388096E-02   -0.931732516148E+00   -0.155053819745E-01   -0.520083381494E-03    0.329318663332E-01   -0.199575316117E-02   -0.128119539182E+00   -0.466006416776E-02   -0.330018421614E-01   -0.251746490422E-02    0.130231379864E-02    0.111432203687E+00    0.420135323240E-02   -0.222827802797E-01    0.936354670944E-03    0.309280043898E-03   -0.101225573312E-03    0.112577964312E+00    0.302301569541E-02    0.644103895852E-03    0.461759737493E-02    0.221286052738E-03    0.294696554925E-02    0.448555180355E-02    0.135789470275E-02   -0.300339325583E-01    0.656600153717E-03   -0.428451501655E-02    0.100832037825E-02   -0.601969645473E-03   -0.152491829503E-02   -0.530965328204E-02    0.218157618757E-02   -0.128255519924E-02    0.574201975387E-02    0.235279044816E-02   -0.632256445641E-03    0.186477217597E-02    0.729156382419E-04    0.107986933625E-04   -0.525755911695E-03   -0.472593053435E-04    0.531541748383E-03   -0.703763093130E-05    0.141982637604E-04   -0.399396953874E-03    0.206055585136E-03   -0.598547912072E-03   -0.335458346657E-04   -0.555494642390E-04    0.962873219543E-04    0.152841132930E-04   -0.376239703587E-04   
 14.34 -0.941827569172E+01   -0.470701824746E+00    0.107926035222E-03    0.475771064105E+00   -0.474515291353E-02   -0.231047305618E+02   -0.340566742155E-02   -0.153068822740E+00   -0.867895854568E-03   -0.430758853609E+00   -0.831210654993E-02   -0.117578777941E-01   -0.488349132878E+00   -0.397340502330E-02   -0.140223880423E+00   -0.487448798847E-03   -0.759226714489E-02   -0.377905349022E-02   -0.117690106449E-01    0.570302325500E+01    0.546836165140E-01    0.141041859744E-02   -0.715273658918E-01    0.749796710802E-03   -0.308149959590E-02    0.655708671633E+00    0.624610928955E-02    0.176260236744E+00    0.185275142052E-02    0.412546000616E-02    0.707629024887E-03   -0.831456487390E+00   -0.135360658027E-01   -0.424227135360E-03    0.281969536684E-01   -0.178041797111E-02   -0.112154691581E+00   -0.420484258033E-02   -0.280358773734E-01   -0.207423709562E-02    0.114529590536E-02    0.974427799397E-01    0.322943037217E-02   -0.189544312045E-01    0.660701234946E-03    0.356199627153E-03   -0.129397100630E-03    0.985196010449E-01    0.220274122069E-02    0.673562029311E-03    0.340881687147E-02    0.171686333607E-03    0.214536437541E-02    0.298890965718E-02    0.983159815915E-03   -0.255827994533E-01    0.673920049748E-03   -0.386782159877E-02    0.638316097169E-03   -0.355955772495E-03   -0.135361726792E-02   -0.462129981364E-02    0.177770581638E-02   -0.848710474330E-03    0.484895004597E-02    0.191631569235E-02   -0.428791259000E-03    0.133969343145E-02    0.540987725576E-04    0.193714506978E-04   -0.361543960909E-03   -0.421437693180E-04    0.367128590034E-03   -0.100520352517E-04    0.254513788960E-04   -0.283122975062E-03    0.131059124488E-03   -0.420697567398E-03   -0.215097613366E-04   -0.350412507376E-04    0.646852639112E-04    0.132331506122E-04   -0.238360833362E-04   
 14.61 -0.838258873041E+01   -0.422016216575E+00    0.724150760377E-04    0.414860584997E+00   -0.144852957190E-02   -0.214546042238E+02   -0.922281969354E-03   -0.137159530364E+00   -0.202538740663E-03   -0.386254015408E+00   -0.748966205587E-02   -0.104202329441E-01   -0.443083068603E+00   -0.105538163088E-02   -0.123856125507E+00   -0.149402899953E-03   -0.679202678759E-02   -0.909852850277E-03   -0.104430570383E-01    0.519696632538E+01    0.479994452643E-01    0.356638306799E-03   -0.609469582935E-01    0.151084883560E-03   -0.757094955441E-03    0.586360640245E+00    0.558263121062E-02    0.153418630840E+00    0.542823199919E-03    0.975271213178E-03    0.160400973293E-03   -0.743768712844E+00   -0.119906415564E-01   -0.126427110778E-03    0.242040573597E-01   -0.520185572823E-03   -0.985186832122E-01   -0.387183090721E-02   -0.237756735889E-01   -0.580583377709E-03    0.332668560113E-03    0.853971226696E-01    0.875407032386E-03   -0.161329288000E-01    0.161849537018E-03    0.122796123553E-03   -0.363705179413E-04    0.864843619714E-01    0.550026801444E-03    0.236889711839E-03    0.882567057690E-03    0.331610248129E-04    0.535707451843E-03    0.694952081362E-03    0.244567753447E-03   -0.218743009600E-01    0.233823190875E-03   -0.349394364799E-02    0.137699713279E-03   -0.641963843750E-04   -0.425608884986E-03   -0.409358350104E-02    0.507554694654E-03   -0.189684731277E-03    0.405307442706E-02    0.526829152073E-03   -0.100821893467E-03    0.333488016227E-03    0.140651167877E-04    0.764277009398E-05   -0.862866206081E-04   -0.106208207714E-04    0.889971448413E-04   -0.312966200121E-05    0.779594117031E-05   -0.698321599895E-04    0.284739116062E-04   -0.103578967221E-03   -0.556164969120E-05   -0.639786516626E-05    0.161336194248E-04    0.355049573354E-05   -0.426278920763E-05   
 14.88 -0.747641621513E+01   -0.378816064934E+00    0.135338387021E-05    0.362571446620E+00   -0.176050573484E-04   -0.199492444079E+02   -0.103185898553E-04   -0.123154265038E+00   -0.206978846831E-05   -0.347144217610E+00   -0.674914391330E-02   -0.927589123472E-02   -0.402714834688E+00   -0.117223126304E-04   -0.109608437331E+00   -0.184075492073E-05   -0.608224907274E-02   -0.905731454726E-05   -0.927460181129E-02    0.474382213566E+01    0.422167051722E-01    0.363144465707E-05   -0.521287563461E-01    0.126553324878E-05   -0.770483333934E-05    0.525408826657E+00    0.493233778877E-02    0.133916088583E+00    0.646416379127E-05    0.938885759077E-05    0.146171938047E-05   -0.666702994466E+00   -0.106088258228E-01   -0.159320616999E-05    0.208433469098E-01   -0.604620628854E-05   -0.867372389651E-01   -0.355024269411E-02   -0.202587247994E-01   -0.662449294492E-05    0.386375680411E-05    0.750426725597E-01    0.996065806950E-05   -0.137864029085E-01    0.165899743484E-05    0.160924718541E-05   -0.319314151671E-06    0.761010799720E-01    0.566782611776E-05    0.328732581528E-05    0.960001607477E-05    0.126947078974E-06    0.552517183162E-05    0.683521693701E-05    0.251726876149E-05   -0.187591650291E-01    0.321531554082E-05   -0.316357135162E-02    0.122908287199E-05   -0.379917336841E-06   -0.550842744124E-05   -0.361862141958E-02    0.601714547722E-05   -0.172842972847E-05    0.341314511478E-02    0.588292489944E-05   -0.994253396454E-06    0.346248412508E-05    0.153453798492E-06    0.105660753395E-06   -0.863437770740E-06   -0.926844110446E-07    0.913738010268E-06   -0.324217118032E-07    0.718789290586E-07   -0.721861562758E-06    0.256644740881E-06   -0.107603962025E-05   -0.681335547181E-07   -0.331871085491E-07    0.179148234593E-06    0.362802397296E-07   -0.196276495684E-07   
 15.15 -0.668087010283E+01   -0.340407435502E+00   -0.499080241906E-14    0.317468445266E+00    0.281914969587E-13   -0.185731361376E+02    0.249307581416E-14   -0.110782204255E+00   -0.168096796395E-12   -0.312628155973E+00   -0.608499389514E-02   -0.828625727758E-02   -0.366615390316E+00    0.567500894487E-15   -0.971458390719E-01    0.126947398876E-14   -0.545284360322E-02    0.381957179498E-14   -0.824542040974E-02    0.433698279068E+01    0.371978658505E-01    0.236787831203E-13   -0.447171882094E-01   -0.178778240752E-13    0.746205806976E-14    0.471655118233E+00    0.432434987697E-02    0.117165116534E+00    0.858929204424E-15   -0.308581148849E-15   -0.100038697352E-13   -0.598732983537E+00   -0.938215705934E-02   -0.355573622575E-14    0.179965184560E-01    0.708570917505E-14   -0.765177331761E-01   -0.324810894896E-02   -0.173271203864E-01   -0.112060364346E-13    0.524476611515E-14    0.660958869483E-01   -0.294392881749E-15   -0.118188910160E-01    0.684981742118E-15    0.246350391930E-16    0.967013153943E-16    0.671043433510E-01   -0.297706488910E-15   -0.194081949606E-14   -0.781308568049E-14   -0.865807285255E-15    0.101555895701E-14    0.650875772804E-15    0.284116505926E-14   -0.161268403823E-01   -0.271676830379E-15   -0.287020612870E-02   -0.487687415319E-13    0.622837967213E-15   -0.746070214083E-13   -0.319541259974E-02    0.584573342743E-16   -0.310775131177E-14    0.289119426987E-02   -0.295570310519E-15    0.841696510892E-15   -0.126299953234E-15   -0.178037584794E-15   -0.422620076702E-12    0.376926580131E-12    0.461276212731E-12   -0.194436179651E-12   -0.129282812217E-14   -0.227601261248E-15    0.204070220344E-12    0.116313398451E-15    0.788815690973E-15    0.572625272024E-16   -0.286263592741E-15   -0.280759935309E-15   -0.310959439644E-10    0.514138662638E-15   
 15.42 -0.598202010313E+01   -0.306318909281E+00   -0.422987979000E-14    0.278591319121E+00   -0.159115146537E-13   -0.173138433987E+02    0.222394013626E-14   -0.998395162431E-01   -0.150907203458E-12   -0.282066154704E+00   -0.549621022181E-02   -0.741702406370E-02   -0.334305851856E+00   -0.885969786253E-15   -0.862587232727E-01    0.525837634933E-15   -0.489799118887E-02   -0.199072777276E-14   -0.734564918770E-02    0.397132114258E+01    0.328489448884E-01    0.198116464019E-13   -0.384548322816E-01    0.349189807804E-14   -0.153576693903E-13    0.424208475972E+00    0.379993357317E-02    0.102747647990E+00    0.467644939271E-15   -0.221235907367E-15   -0.114497576583E-13   -0.538714384217E+00   -0.831524084319E-02   -0.318719885136E-14    0.155788634854E-01    0.391372857063E-14   -0.676518296568E-01   -0.297630492955E-02   -0.148607776772E-01   -0.955255523868E-14    0.544585531868E-14    0.583464322591E-01   -0.696401528872E-15   -0.101597803938E-01    0.608803293818E-15   -0.663387838979E-16   -0.208876127913E-16    0.593027768132E-01   -0.152024376099E-15   -0.983223768336E-17   -0.923227632077E-14   -0.738721495404E-15    0.152103799704E-14    0.676001463645E-15    0.246381175471E-14   -0.139009335052E-01   -0.259274281449E-15   -0.260852835507E-02   -0.427488508389E-13   -0.112739398720E-14   -0.641228014582E-13   -0.282785806564E-02    0.415550404132E-15   -0.269650003376E-14    0.245628638479E-02   -0.343197829251E-15    0.494198570101E-15   -0.260904594684E-15   -0.136066332526E-15   -0.364814411593E-12    0.341087601631E-12    0.404642555428E-12   -0.175261494585E-12   -0.105945923068E-14   -0.135888700488E-15    0.176001559550E-12    0.654260021567E-16    0.614040675492E-15   -0.311198397592E-16   -0.109019061927E-15   -0.192402407093E-15   -0.268040168733E-10    0.601198819239E-15   
 15.69 -0.536670278718E+01   -0.276026956847E+00   -0.438435962323E-14    0.244999603955E+00   -0.134941710304E-13   -0.161596591193E+02    0.204171078320E-14   -0.901402962363E-01   -0.136313176289E-12   -0.254947350724E+00   -0.497317475895E-02   -0.665175756078E-02   -0.305332313815E+00   -0.162588627036E-14   -0.767292075593E-01   -0.325983503554E-15   -0.440780078319E-02    0.307718089085E-15   -0.655720354934E-02    0.364205619359E+01    0.290711447031E-01    0.188886976624E-13   -0.331487388938E-01   -0.125776770653E-13   -0.199144130760E-14    0.382237607642E+00    0.334661522512E-02    0.903065965214E-01   -0.104376920545E-16   -0.342595676195E-16   -0.580955557007E-14   -0.485601792260E+00   -0.738511126883E-02   -0.276536532913E-14    0.135198107836E-01    0.169449941739E-14   -0.599411929628E-01   -0.273138597248E-02   -0.127795111070E-01   -0.928522687435E-14    0.451887724319E-14    0.516171856755E-01    0.259604616076E-15   -0.875653412220E-02    0.493560283039E-15   -0.943165020043E-16   -0.134758003515E-16    0.525207795310E-01   -0.195671477414E-15   -0.146728655408E-15   -0.704495656542E-14   -0.378725000181E-15    0.532296153081E-15    0.669241086055E-15    0.223884227707E-14   -0.120131906422E-01   -0.232939335012E-15   -0.237464516821E-02   -0.389171998998E-13   -0.248622997973E-14   -0.547158959889E-13   -0.250789577542E-02   -0.143680329554E-15   -0.232819941058E-14    0.209271308252E-02   -0.307169437198E-15    0.452016416218E-15   -0.159234485861E-15   -0.158308281641E-15   -0.314054912874E-12    0.310177740688E-12    0.355470567642E-12   -0.158217872339E-12   -0.986032517414E-15   -0.123636324492E-15    0.152086590677E-12    0.384254120630E-16    0.557399874035E-15   -0.547585229843E-17   -0.183683871010E-15   -0.287835730115E-15   -0.231640699470E-10    0.448474909035E-15   
 15.96 -0.482372665628E+01   -0.249073826187E+00   -0.351674694098E-14    0.215906079648E+00    0.134783612730E-13   -0.151002193682E+02    0.221805397030E-14   -0.815253711857E-01   -0.123166526422E-12   -0.230834195987E+00   -0.450759741836E-02   -0.597654336208E-02   -0.279301538543E+00    0.986193766943E-15   -0.683717823356E-01    0.597469699235E-15   -0.397381192264E-02   -0.707356757844E-14   -0.586473674222E-02    0.334502930645E+01    0.257814988685E-01    0.167256276016E-13   -0.286408195901E-01    0.602599916207E-14    0.100480290328E-13    0.345032093222E+00    0.295377152318E-02    0.795441796785E-01   -0.142176687676E-15   -0.394715740111E-15   -0.220068805299E-14   -0.438501553247E+00   -0.657231352751E-02   -0.253120363735E-14    0.117613156978E-01   -0.451039398905E-15   -0.532191483251E-01   -0.251029671944E-02   -0.110180565871E-01   -0.749382331265E-14    0.422801538755E-14    0.457596191859E-01    0.189290300499E-15   -0.756626563569E-02    0.410900793533E-15    0.382681614827E-16    0.638001265746E-16    0.466108729645E-01   -0.124802091279E-15   -0.666385065923E-15   -0.749869145395E-14   -0.285971500116E-15    0.111794737336E-14    0.623280818570E-15    0.199104314794E-14   -0.104076885069E-01   -0.185319959058E-15   -0.216519981085E-02   -0.323931753468E-13   -0.130685131574E-14   -0.476422258102E-13   -0.222869754422E-02   -0.339094414268E-16   -0.192377764042E-14    0.178783485675E-02   -0.332435732422E-15    0.538981374763E-15   -0.183639090575E-15   -0.108329880801E-15   -0.271678281990E-12    0.278067958541E-12    0.313181107893E-12   -0.142676855098E-12   -0.920889745340E-15   -0.152224319383E-15    0.131837308526E-12    0.241623255557E-16    0.579814705456E-15    0.253465081251E-16   -0.213292395467E-15   -0.290304945017E-15   -0.200682312231E-10    0.418366806239E-15   
 16.23 -0.434355623423E+01   -0.225059829781E+00   -0.324570710654E-14    0.190650622527E+00    0.279392126729E-14   -0.141263338195E+02    0.196554785451E-14   -0.738581576125E-01   -0.111382020065E-12   -0.209350846934E+00   -0.409234909922E-02   -0.537952092706E-02   -0.255872207764E+00   -0.389014723955E-15   -0.610283706867E-01    0.336271417350E-15   -0.358878824283E-02    0.257819182407E-15   -0.525522752283E-02    0.307661624375E+01    0.229102135333E-01    0.146971146846E-13   -0.248010878879E-01   -0.789405585865E-14    0.113204883939E-14    0.311983534944E+00    0.261250884784E-02    0.702113984511E-01    0.325087551889E-15   -0.355957351901E-15    0.634361608995E-14   -0.396648055665E+00   -0.586042386839E-02   -0.224174023842E-14    0.102554898155E-01   -0.186590026650E-14   -0.473453218966E-01   -0.231037259381E-02   -0.952305513859E-02   -0.764702726482E-14    0.447257535045E-14    0.406488324596E-01    0.298130744726E-15   -0.655383321002E-02    0.344581237524E-15    0.233991129075E-16    0.258618899077E-16    0.414489042310E-01   -0.147873634289E-15    0.215838791567E-15   -0.644054948589E-14   -0.257970149584E-15    0.954570262712E-15    0.571659250581E-15    0.174155988300E-14   -0.903848054123E-02   -0.153073256280E-15   -0.197728819895E-02   -0.289073663156E-13   -0.775751577792E-15   -0.404942201419E-13   -0.198450731904E-02   -0.147323486027E-16   -0.175077363838E-14    0.153141291573E-02   -0.326010851750E-15    0.448086174410E-15   -0.150399734328E-15   -0.132900944614E-15   -0.235227515629E-12    0.251629221046E-12    0.276542359870E-12   -0.129013606495E-12   -0.701431767184E-15   -0.109833331781E-15    0.114474135798E-12    0.122701957389E-15    0.566167369303E-15    0.478349210560E-16   -0.932135152013E-16   -0.140324474930E-15   -0.174282138069E-10    0.486395849793E-15   
