R_Bohr           v_0_0_0_0             v_0_0_2_2             v_0_0_4_4             v_1_0_0_1             v_1_0_2_1             v_1_0_2_2             v_1_0_2_3             v_1_0_4_3             v_1_0_4_4             v_1_0_4_5             v_2_0_0_2             v_2_0_2_0             v_2_0_2_1             v_2_0_2_2             v_2_0_2_3             v_2_0_2_4             v_2_0_4_2             v_2_0_4_3             v_2_0_4_4             v_2_0_4_5             v_2_0_4_6             v_3_0_0_3             v_3_0_2_1             v_3_0_2_2             v_3_0_2_3             v_3_0_2_4             v_3_0_2_5             v_3_0_4_1             v_3_0_4_2             v_3_0_4_3             v_3_0_4_4             v_3_0_4_5             v_3_0_4_6             v_3_0_4_7             v_3_3_0_3             v_3_3_2_1             v_3_3_2_2             v_3_3_2_3             v_3_3_2_4             v_3_3_2_5             v_3_3_4_1             v_3_3_4_2             v_3_3_4_3             v_3_3_4_4             v_3_3_4_5             v_3_3_4_6             v_3_3_4_7             v_4_0_0_4             v_4_0_2_2             v_4_0_2_3             v_4_0_2_4             v_4_0_2_5             v_4_0_2_6             v_4_0_4_0             v_4_0_4_1             v_4_0_4_2             v_4_0_4_3             v_4_0_4_4             v_4_0_4_5             v_4_0_4_6             v_4_0_4_7             v_4_0_4_8             v_4_3_0_4             v_4_3_2_2             v_4_3_2_3             v_4_3_2_4             v_4_3_2_5             v_4_3_2_6             v_4_3_4_0             v_4_3_4_1             v_4_3_4_2             v_4_3_4_3             v_4_3_4_4             v_4_3_4_5             v_4_3_4_6             v_4_3_4_7             v_4_3_4_8             v_5_0_0_5             v_5_0_2_3             v_5_0_2_4             v_5_0_2_5             v_5_0_2_6             v_5_0_2_7             v_5_0_4_1             v_5_0_4_2             v_5_0_4_3             v_5_0_4_4             v_5_0_4_5             v_5_0_4_6             v_5_0_4_7             v_5_0_4_8             v_5_0_4_9             v_5_3_0_5             v_5_3_2_3             v_5_3_2_4             v_5_3_2_5             v_5_3_2_6             v_5_3_2_7             v_5_3_4_1             v_5_3_4_2             v_5_3_4_3             v_5_3_4_4             v_5_3_4_5             v_5_3_4_6             v_5_3_4_7             v_5_3_4_8             v_5_3_4_9             v_6_0_0_6             v_6_0_2_4             v_6_0_2_5             v_6_0_2_6             v_6_0_2_7             v_6_0_2_8             v_6_0_4_2             v_6_0_4_3             v_6_0_4_4             v_6_0_4_5             v_6_0_4_6             v_6_0_4_7             v_6_0_4_8             v_6_0_4_9            v_6_0_4_10             v_6_3_0_6             v_6_3_2_4             v_6_3_2_5             v_6_3_2_6             v_6_3_2_7             v_6_3_2_8             v_6_3_4_2             v_6_3_4_3             v_6_3_4_4             v_6_3_4_5             v_6_3_4_6             v_6_3_4_7             v_6_3_4_8             v_6_3_4_9            v_6_3_4_10             v_6_6_0_6             v_6_6_2_4             v_6_6_2_5             v_6_6_2_6             v_6_6_2_7             v_6_6_2_8             v_6_6_4_2             v_6_6_4_3             v_6_6_4_4             v_6_6_4_5             v_6_6_4_6             v_6_6_4_7             v_6_6_4_8             v_6_6_4_9            v_6_6_4_10             v_7_0_0_7             v_7_0_2_5             v_7_0_2_6             v_7_0_2_7             v_7_0_2_8             v_7_0_2_9             v_7_0_4_3             v_7_0_4_4             v_7_0_4_5             v_7_0_4_6             v_7_0_4_7             v_7_0_4_8             v_7_0_4_9            v_7_0_4_10            v_7_0_4_11             v_7_3_0_7             v_7_3_2_5             v_7_3_2_6             v_7_3_2_7             v_7_3_2_8             v_7_3_2_9             v_7_3_4_3             v_7_3_4_4             v_7_3_4_5             v_7_3_4_6             v_7_3_4_7             v_7_3_4_8             v_7_3_4_9            v_7_3_4_10            v_7_3_4_11             v_7_6_0_7             v_7_6_2_5             v_7_6_2_6             v_7_6_2_7             v_7_6_2_8             v_7_6_2_9             v_7_6_4_3             v_7_6_4_4             v_7_6_4_5             v_7_6_4_6             v_7_6_4_7             v_7_6_4_8             v_7_6_4_9            v_7_6_4_10            v_7_6_4_11             v_8_0_0_8             v_8_0_2_6             v_8_0_2_7             v_8_0_2_8             v_8_0_2_9            v_8_0_2_10             v_8_0_4_4             v_8_0_4_5             v_8_0_4_6             v_8_0_4_7             v_8_0_4_8             v_8_0_4_9            v_8_0_4_10            v_8_0_4_11            v_8_0_4_12             v_8_3_0_8             v_8_3_2_6             v_8_3_2_7             v_8_3_2_8             v_8_3_2_9            v_8_3_2_10             v_8_3_4_4             v_8_3_4_5             v_8_3_4_6             v_8_3_4_7             v_8_3_4_8             v_8_3_4_9            v_8_3_4_10            v_8_3_4_11            v_8_3_4_12             v_8_6_0_8             v_8_6_2_6             v_8_6_2_7             v_8_6_2_8             v_8_6_2_9            v_8_6_2_10             v_8_6_4_4             v_8_6_4_5             v_8_6_4_6             v_8_6_4_7             v_8_6_4_8             v_8_6_4_9            v_8_6_4_10            v_8_6_4_11            v_8_6_4_12             v_9_0_0_9             v_9_0_2_7             v_9_0_2_8             v_9_0_2_9            v_9_0_2_10            v_9_0_2_11             v_9_0_4_5             v_9_0_4_6             v_9_0_4_7             v_9_0_4_8             v_9_0_4_9            v_9_0_4_10            v_9_0_4_11            v_9_0_4_12            v_9_0_4_13             v_9_3_0_9             v_9_3_2_7             v_9_3_2_8             v_9_3_2_9            v_9_3_2_10            v_9_3_2_11             v_9_3_4_5             v_9_3_4_6             v_9_3_4_7             v_9_3_4_8             v_9_3_4_9            v_9_3_4_10            v_9_3_4_11            v_9_3_4_12            v_9_3_4_13             v_9_6_0_9             v_9_6_2_7             v_9_6_2_8             v_9_6_2_9            v_9_6_2_10            v_9_6_2_11             v_9_6_4_5             v_9_6_4_6             v_9_6_4_7             v_9_6_4_8             v_9_6_4_9            v_9_6_4_10            v_9_6_4_11            v_9_6_4_12            v_9_6_4_13           v_10_0_0_10            v_10_0_2_8            v_10_0_2_9           v_10_0_2_10           v_10_0_2_11           v_10_0_2_12            v_10_0_4_6            v_10_0_4_7            v_10_0_4_8            v_10_0_4_9           v_10_0_4_10           v_10_0_4_11           v_10_0_4_12           v_10_0_4_13           v_10_0_4_14           v_10_3_0_10            v_10_3_2_8            v_10_3_2_9           v_10_3_2_10           v_10_3_2_11           v_10_3_2_12            v_10_3_4_6            v_10_3_4_7            v_10_3_4_8            v_10_3_4_9           v_10_3_4_10           v_10_3_4_11           v_10_3_4_12           v_10_3_4_13           v_10_3_4_14           v_10_6_0_10            v_10_6_2_8            v_10_6_2_9           v_10_6_2_10           v_10_6_2_11           v_10_6_2_12            v_10_6_4_6            v_10_6_4_7            v_10_6_4_8            v_10_6_4_9           v_10_6_4_10           v_10_6_4_11           v_10_6_4_12           v_10_6_4_13           v_10_6_4_14           v_11_0_0_11            v_11_0_2_9           v_11_0_2_10           v_11_0_2_11           v_11_0_2_12           v_11_0_2_13            v_11_0_4_7            v_11_0_4_8            v_11_0_4_9           v_11_0_4_10           v_11_0_4_11           v_11_0_4_12           v_11_0_4_13           v_11_0_4_14           v_11_0_4_15           v_11_3_0_11            v_11_3_2_9           v_11_3_2_10           v_11_3_2_11           v_11_3_2_12           v_11_3_2_13            v_11_3_4_7            v_11_3_4_8            v_11_3_4_9           v_11_3_4_10           v_11_3_4_11           v_11_3_4_12           v_11_3_4_13           v_11_3_4_14           v_11_3_4_15           v_11_6_0_11            v_11_6_2_9           v_11_6_2_10           v_11_6_2_11           v_11_6_2_12           v_11_6_2_13            v_11_6_4_7            v_11_6_4_8            v_11_6_4_9           v_11_6_4_10           v_11_6_4_11           v_11_6_4_12           v_11_6_4_13           v_11_6_4_14           v_11_6_4_15   
  3.50  0.186444888380E+06    0.185017664489E+05    0.165707165380E+04   -0.149684191947E+05    0.837883632209E+03    0.000000000000E+00   -0.924204867367E+04    0.110934222501E+03    0.000000000000E+00   -0.751891367981E+03   -0.273249844559E+05   -0.104331104464E+04    0.302494247770E-12    0.545720298384E+03   -0.199043590852E-12   -0.174551328187E+05   -0.966414912088E+02   -0.125111101552E-13    0.154722728528E+03   -0.247269803385E-13   -0.183203354008E+04    0.241733411508E+05    0.266872708619E+03    0.701127485388E-13   -0.126534200406E+04    0.980321918316E-14    0.817456771440E+04   -0.375763016028E+02   -0.767880578964E-13    0.488932212538E+02    0.279692376280E-13   -0.195065441878E+03    0.159237517672E-13    0.144435175160E+04   -0.339101088899E+05   -0.421065946553E+03    0.488663251896E+02    0.161136753877E+04   -0.155531824029E+02   -0.130106029269E+05    0.154993291411E+01    0.108819279850E+02   -0.910246193737E+02   -0.152508328198E+02    0.235185050811E+03   -0.346334484067E+01   -0.222711934845E+04    0.473978558311E+04    0.494751642238E+02   -0.100937314285E-12   -0.172115990787E+03    0.146063757963E-13    0.328306656730E+04    0.402195532187E+01   -0.105200042062E-12   -0.144826155222E+02    0.665349455980E-13    0.102452677353E+02    0.135579381640E-12   -0.394767599814E+02    0.515602973663E-13    0.706734325307E+03    0.107228312688E+05    0.237617170145E+03   -0.456584327723E+02   -0.821197075038E+03   -0.198446744796E+03    0.779472053329E+04   -0.255452328164E+00   -0.547065503286E+00    0.236014325598E+01    0.143994994091E+01   -0.940508156649E+01   -0.480034548414E+01   -0.111720947992E+03    0.425459944819E+01    0.169634459410E+04   -0.583391715945E+04   -0.149559256419E+03   -0.880723216992E-13    0.520819198215E+03    0.124514998002E-12   -0.615936870980E+04   -0.134595621832E+01    0.237688293871E-12    0.123755999104E+01   -0.393199913247E-13    0.108158939642E+01    0.507170353750E-13   -0.472865873534E+01   -0.246894973591E-13   -0.150062070345E+04    0.202718746237E+04    0.213525637980E+02   -0.517320774239E+01   -0.156616095660E+03    0.500426088026E+01    0.223689549377E+04   -0.910648104382E-01   -0.175680665276E+00    0.161560498915E+00    0.221578176642E+00    0.146004582807E+00   -0.263242506705E+00   -0.207015108911E+02    0.958661148409E+00    0.537059835720E+03    0.578539343700E+03   -0.307281755455E+02   -0.109000702875E-12   -0.105213630604E+03    0.948127673021E-13    0.594920371394E+03    0.228721168381E+01    0.132473330982E-12   -0.147060165004E+01   -0.662235773109E-13    0.232549933024E-01   -0.198601559395E-13    0.141243934849E+01    0.116758567858E-12    0.176899653828E+03   -0.341295863676E+04   -0.666671601913E+02    0.645926415091E+00    0.325065794484E+03   -0.112220244939E+01   -0.436589578672E+04    0.148370330089E-01   -0.395409267271E-01   -0.655003884433E-01   -0.212962662548E-01    0.134037011367E+00    0.142505051136E+00   -0.208282493600E+01   -0.421669957298E+01   -0.135985248154E+04    0.365565522915E+04    0.121494390538E+03   -0.156916776778E+01   -0.425348518414E+03    0.174233660643E+02    0.483395728536E+04   -0.258633397523E-04   -0.197003345028E-03   -0.207998939548E-03    0.332981425642E-02    0.147441751340E-01    0.803261748655E-02   -0.272016736088E+00    0.987697045385E+01    0.153712276727E+04    0.164699416743E+04   -0.758392322760E+01   -0.720848002521E-13   -0.197699432588E+03    0.480546865363E-13    0.239252430296E+04    0.467768264640E+00    0.695312358901E-13   -0.311867230040E+00   -0.128856574639E-12   -0.926731844362E-02    0.263931692226E-13   -0.120074467422E-01    0.176478418748E-13    0.876810214123E+03    0.501027577394E+03   -0.116550000446E+02    0.559922078090E-01    0.699933487681E+02    0.424961050729E+01    0.726468030228E+03    0.168858009666E-01    0.973579989828E-03   -0.155109466719E-01   -0.215583381790E-01   -0.197046928325E-01    0.160650440958E-01    0.886267004872E+00    0.419312853750E+00    0.263580566893E+03   -0.212584560414E+04   -0.800239678533E+02   -0.221470600273E+00    0.232592598552E+03    0.354171736743E+01   -0.329280322412E+04    0.549009494803E-04   -0.967759317313E-05   -0.174407732508E-02   -0.549049878770E-02   -0.451393296019E-03    0.498964564585E-01   -0.393809502486E+00   -0.451905261401E+01   -0.120947280510E+04   -0.667881204305E+03   -0.151922506660E+01    0.226179665281E-13   -0.461475694345E+02   -0.146028400586E-13   -0.109339752613E+04    0.324509801203E+00   -0.234729095812E-12   -0.197537164530E+00   -0.472336988142E-13    0.320216624598E-03    0.197124660816E-13   -0.377023879988E+00   -0.774300117037E-13   -0.475153937624E+03    0.861265371239E+03   -0.637564461530E+01   -0.111955023721E+00    0.719303988884E+01    0.226434311737E+01    0.146928142690E+04    0.305649133971E-01    0.363047403780E-02   -0.997982817888E-02   -0.962515069559E-03   -0.106712959523E-01    0.524370853222E-02   -0.592131082684E-01    0.630416923113E+00    0.639683413250E+03    0.454506411628E+02   -0.131576490716E+02   -0.159358264013E+00    0.431913250544E+02    0.356807245889E+01    0.690454741038E+02    0.978822690040E-03    0.381382156825E-03    0.526633825301E-03   -0.101366188017E-02   -0.855590427946E-02   -0.439032288211E-01    0.395774445360E+00    0.504963205703E+00    0.635208184010E+02   -0.207154657298E+03   -0.214117882190E+01    0.163201580473E-12   -0.520208741724E+01    0.113154511682E-13   -0.606629041148E+03    0.463244453438E-01   -0.235287217791E-12   -0.438676136029E-01   -0.541968338927E-13   -0.165289599060E-01   -0.246366761694E-13    0.144908777172E+00   -0.119126066214E-13   -0.195502356469E+03   -0.440412647369E+03    0.425327205878E-01    0.466785468417E+00   -0.858772338253E-02   -0.994205904650E+00   -0.828068695481E+03    0.955974589858E-02    0.337586362421E-01   -0.493657159649E-02   -0.223410457679E-01   -0.484073642603E-03    0.232017960655E-01   -0.129375824309E+00   -0.313371560851E+00   -0.404922135912E+03    0.568556495762E+03   -0.120832573359E+01   -0.658408027342E-02    0.419705292024E+01    0.237592682298E+01    0.112767937759E+04    0.207808727786E-02    0.271914487683E-02   -0.847291141600E-03   -0.375799133156E-04    0.472702771979E-02   -0.543345487310E-02   -0.534048193571E-01    0.404382334943E+00    0.536085413368E+03    0.331328342757E+03   -0.347050151574E+01    0.971452025382E-13    0.186378879315E+00    0.130373995297E-12    0.617945056052E+03   -0.232476689623E-01    0.107080713161E-12    0.112195072879E-01    0.101787350784E-12   -0.108240423668E-01   -0.387573096951E-13    0.573512413357E-02    0.528352885336E-13   -0.354531499702E+02   -0.141428270343E+03   -0.509794150910E+01    0.877252358290E+00    0.142583087584E+01   -0.322491908521E+00   -0.292768949127E+03   -0.531767875491E+00    0.177931771005E-01    0.239570168554E+00   -0.162172628353E-01   -0.101827514551E+00    0.563791731947E-02    0.986330526405E-01    0.488075142519E-01   -0.163749271595E+03   -0.227357271543E+03    0.428716791040E-01    0.151232918836E+00    0.144737127823E+00   -0.828244360719E+00   -0.492580375768E+03   -0.249447281238E-01    0.623317909680E-02    0.149591175073E-01   -0.565623344123E-02   -0.750377397690E-02    0.107778359636E-01    0.132859347125E-01    0.288247907499E-01    0.142015063819E+03    0.112264687496E+03    0.169949390650E+02   -0.612833297177E-13   -0.345248028894E+01    0.345791348659E-14    0.226425533458E+03    0.154867844072E+01    0.101712928609E-12   -0.608670829082E+00   -0.977011694221E-13    0.223149026532E+00   -0.465285086046E-14   -0.321704296666E-01    0.415291079208E-14   -0.493776574814E+01   -0.218592964737E+02   -0.112101458755E+02   -0.436253176842E+01    0.270275459089E+01    0.132811980514E+01    0.399665831775E+03   -0.577257034437E+00   -0.562257497648E+00    0.260180155417E+00    0.367123516735E+00   -0.111848480920E+00   -0.155426773501E+00    0.129150640743E-01   -0.401833774578E-01   -0.299615817091E+02   -0.724703515140E+02   -0.822923960504E+00    0.141185980747E+00    0.421786995787E+00   -0.317764570376E-01   -0.172479549446E+03   -0.719793406176E-01   -0.602928188524E-01    0.423469478880E-01    0.446101642619E-01   -0.272337514704E-01   -0.331683039957E-01    0.466308739202E-01    0.234852401588E+00    0.213192874618E+02   
  3.75  0.120736344675E+06    0.113798724987E+05    0.853188061759E+03   -0.952415024959E+04    0.457142413994E+03    0.000000000000E+00   -0.614550960417E+04    0.490365523595E+02    0.000000000000E+00   -0.446490722269E+03   -0.158651115441E+05   -0.647202556940E+03    0.199453756274E-12    0.243342161567E+03   -0.130159263182E-12   -0.111825667101E+05   -0.449194923539E+02   -0.786668766856E-14    0.615864491722E+02   -0.159645117300E-13   -0.100380306170E+04    0.154466351457E+05    0.102515784127E+03    0.459848974227E-13   -0.656829531802E+03    0.683324345740E-14    0.451664475833E+04   -0.201035397249E+02   -0.488622891048E-13    0.245404506101E+02    0.188985592657E-13   -0.945271650446E+02    0.985989614031E-14    0.686717454899E+03   -0.214900291514E+05   -0.173865464018E+03    0.350134231047E+02    0.825860857943E+03    0.206239931639E+01   -0.739519621218E+04    0.666100523188E+00    0.533842460205E+01   -0.441609562307E+02   -0.375870555842E+01    0.118014170631E+03   -0.241436308276E+01   -0.106233736350E+04    0.271832073205E+04    0.267607308081E+02   -0.650423880418E-13   -0.766063226184E+02    0.139323887696E-13    0.179638567440E+04    0.401566244988E+01   -0.684134001997E-13   -0.762178225175E+01    0.435515271590E-13    0.423358371397E+01    0.879469593058E-13   -0.178540818633E+02    0.344220696570E-13    0.328892194294E+03    0.624912948237E+04    0.108585193120E+03   -0.330543306575E+02   -0.377546454016E+03   -0.117783770764E+03    0.407395876135E+04   -0.786309760659E-02   -0.265095618575E+00    0.891363635670E+00    0.632573522239E+00   -0.398059596511E+01   -0.178161118939E+01   -0.582796173450E+02    0.235628848602E+01    0.768878928727E+03   -0.305892496988E+04   -0.704125810479E+02   -0.570104906835E-13    0.224244900475E+03    0.673586030274E-13   -0.303010255886E+04   -0.930828945718E+01    0.151751474031E-12    0.861390954088E+01   -0.249395927149E-13    0.345636679992E+00    0.293767209013E-13   -0.186347903063E+01   -0.148810158156E-13   -0.651831002006E+03    0.108839398609E+04    0.117315752477E+02    0.288501094606E+00   -0.646196870026E+02    0.108638619745E+02    0.113885567920E+04    0.727325744625E-02   -0.659869045229E-02    0.167794005461E-01    0.180330098360E-01    0.121306907921E+00   -0.905709364872E-01   -0.997129085079E+01    0.561674454227E+00    0.236789695332E+03    0.273225087302E+03   -0.124267210780E+02   -0.690351618216E-13   -0.445549997602E+02    0.618627865569E-13    0.259019074987E+03    0.271088864501E+00    0.846118422493E-13    0.106373453066E+00   -0.416131750596E-13    0.273266362155E-01   -0.116976426920E-13    0.672682289578E+00    0.768861467385E-13    0.735566234293E+02   -0.164512741104E+04   -0.358977294649E+02    0.550312887561E+00    0.139644719675E+03   -0.388174687006E+00   -0.199808832835E+04   -0.219821438552E-02    0.445415194001E-02    0.965187693695E-02   -0.587268324412E-03   -0.149579174738E-01   -0.117749377147E-01   -0.856601406042E+00   -0.234543126412E+01   -0.548993098361E+03    0.176301635764E+04    0.517196275588E+02   -0.129750940385E+01   -0.177890891329E+03    0.339161886126E+01    0.221218394753E+04   -0.193708850086E-05   -0.123727498461E-04   -0.333436167792E-04    0.146945015331E-03    0.868763070510E-03   -0.482021489170E-02    0.447653226411E-01    0.534983844611E+01    0.617459059227E+03    0.739014852619E+03    0.124799714741E+01   -0.452320458081E-13   -0.781304785543E+02    0.354937483064E-13    0.103560498855E+04    0.315343394011E+00    0.457580828983E-13   -0.194699223296E+00   -0.857975745467E-13    0.565601607420E-02    0.170010066338E-13   -0.910133301094E-01    0.117881734108E-13    0.335352974824E+03    0.215542532084E+03   -0.520494420540E+01    0.848215681946E-01    0.281799191811E+02    0.185007197460E+01    0.295979874958E+03   -0.197916081308E-02   -0.534491652432E-03    0.350720715694E-02    0.314763380140E-02   -0.381408854412E-02   -0.234927755771E-02    0.455736519729E+00    0.366882242310E+00    0.997380449411E+02   -0.937493865153E+03   -0.359881827615E+02   -0.876362225595E-01    0.929543806336E+02   -0.129461567998E+01   -0.140391553221E+04    0.151600748365E-04    0.579734143704E-05   -0.950909212567E-04   -0.373084139456E-03    0.122826592318E-02   -0.197809702065E-02   -0.350577399719E+00   -0.306152078873E+01   -0.456927468555E+03   -0.276537094633E+03   -0.423613010695E+00    0.149622598184E-13   -0.171330317709E+02   -0.167892694791E-13   -0.435511451245E+03    0.996038529717E-02   -0.151841933119E-12   -0.118039069334E-01   -0.307190042245E-13    0.139284599243E-02    0.139258933650E-13   -0.245375851510E+00   -0.515946430221E-13   -0.170208591542E+03    0.364272574224E+03   -0.237891034103E+01   -0.534574424165E-01    0.265628690982E+01    0.129438502709E+01    0.593556607866E+03    0.811373639017E-02   -0.599164056536E-04   -0.444547216976E-02    0.706488061537E-03    0.386073326422E-02   -0.224005626986E-02   -0.918411748203E-01    0.596684021725E+00    0.227741881742E+03    0.179153045463E+02   -0.485592901199E+01    0.310730059432E-02    0.164235940361E+02    0.124696398132E+01    0.180000457979E+02    0.277953010234E-03    0.596772682431E-04   -0.551117448218E-04   -0.239411783016E-03   -0.116588607716E-02    0.400110125111E-02    0.254763838898E+00    0.216855710889E+00    0.202777658670E+02   -0.821910885727E+02   -0.873269827678E+00    0.974183100130E-13   -0.175002169137E+01    0.140000204689E-13   -0.227132821733E+03   -0.396506025083E-01   -0.151594675604E-12    0.184975802597E-01   -0.342676752084E-13   -0.589607702489E-02   -0.155301664721E-13    0.108870945360E+00   -0.569067416282E-14   -0.693940861473E+02   -0.174840045031E+03   -0.293073943133E+00    0.135615997154E+00   -0.400870811181E-01   -0.595099745802E+00   -0.309065091044E+03   -0.920065642906E-03    0.982233723129E-02   -0.725364147312E-04   -0.764110929345E-02    0.124264669863E-02    0.374068926724E-02   -0.144358557598E+00   -0.331297492338E+00   -0.134175378400E+03    0.222514537403E+03   -0.328358283869E+00   -0.349137438879E-02    0.149110219814E+01    0.154444865854E+01    0.425668898579E+03    0.404470133736E-03    0.816391232986E-03   -0.110465273200E-03   -0.344532838591E-03   -0.133626021001E-04   -0.244213882619E-02   -0.222141959520E-01    0.817418681608E+00    0.183329075543E+03    0.126269132463E+03   -0.109809944018E+01    0.581068791795E-13    0.116130816127E+00    0.821379712414E-13    0.218630290895E+03   -0.765657842902E-02    0.690998286044E-13    0.582368903833E-02    0.658494709629E-13   -0.347713770667E-02   -0.260769468550E-13    0.404065637142E-01    0.340621092641E-13   -0.126774604726E+02   -0.547038027301E+02   -0.188108153547E+01    0.276549147530E+00    0.554682297972E+00   -0.252982434589E+00   -0.104379129759E+03   -0.177926034933E+00    0.152460453030E-03    0.799369467359E-01   -0.134472151675E-02   -0.338541883693E-01    0.232029906073E-02    0.924150835054E-01   -0.120039725240E+00   -0.551754744868E+02   -0.845152238036E+02   -0.110604267359E-01    0.413832901500E-01   -0.167847248551E-02   -0.571609695449E+00   -0.170042226173E+03   -0.849057547943E-02    0.127373521736E-02    0.499451551367E-02   -0.990619172315E-03   -0.216690948092E-02    0.106183087633E-02   -0.869799895964E-01    0.163027151533E+00    0.486224449026E+02    0.418357771893E+02    0.630437300287E+01   -0.397701808401E-13   -0.130767844245E+01    0.174041183016E-14    0.798957562601E+02    0.564781439653E+00    0.663955749805E-13   -0.224097490560E+00   -0.634013371500E-13    0.823415732786E-01   -0.347467678038E-14   -0.199742998230E-01    0.808251012005E-15   -0.151222381989E+01   -0.836600042249E+01   -0.369377136290E+01   -0.151759111010E+01    0.917782559736E+00    0.594419441863E+00    0.132381473317E+03   -0.160480789672E+00   -0.189569330363E+00    0.703265747039E-01    0.124453056399E+00   -0.301950880397E-01   -0.547538620799E-01    0.398651515896E-01    0.965573540998E-02   -0.104270283221E+02   -0.265079673000E+02   -0.312138270948E+00    0.378044428914E-01    0.177786732170E+00   -0.193854128089E+00   -0.602443355224E+02   -0.227316366337E-01   -0.206755680450E-01    0.121692923818E-01    0.151960709321E-01   -0.645513647022E-02   -0.626197498276E-02   -0.152554590778E-01    0.661335130531E-02    0.729913048294E+01   
