               1        1  0.523442530681E-01
               1        2  0.433708678369E-01
               1        3  0.354266944314E-01
               1        4  0.285395259609E-01
               1        5  0.226797758678E-01
               1        6  0.177797295861E-01
               1        7  0.137488953733E-01
               1        8  0.104857621415E-01
               1        9  0.788640042230E-02
               1       10  0.585040493399E-02
               1       11  0.428468818936E-02
               1       12  0.310560832391E-02
               1       13  0.223986365471E-02
               1       14  0.162452235285E-02
               1       15  0.120648679992E-02
               1       16  0.941625240835E-03
               1       17  0.793742657024E-03
               1       18  0.733510922059E-03
               1       19  0.737436294218E-03
               1       20  0.786910030389E-03
               1       21  0.867364472247E-03
               1       22  0.967541008315E-03
               1       23  0.107886632446E-02
               1       24  0.119492781475E-02
               1       25  0.131103658932E-02
               1       26  0.142386607458E-02
               1       27  0.153115490332E-02
               1       28  0.163146403261E-02
               1       29  0.172397941750E-02
               1       30  0.180835288408E-02
               1       31  0.188457498648E-02
               1       32  0.195287457397E-02
               1       33  0.201364055776E-02
               1       34  0.206736198943E-02
               1       35  0.211458308481E-02
               1       36  0.215587028193E-02
               1       37  0.219178883096E-02
               1       38  0.222288679164E-02
               1       39  0.224968466327E-02
               1       40  0.227266919332E-02
               1       41  0.229229020119E-02
               1       42  0.230895950869E-02
               1       43  0.232305128809E-02
               1       44  0.233490332015E-02
               1       45  0.234481880098E-02
               1       46  0.235306844961E-02
               1       47  0.235989275352E-02
               1       48  0.236550424961E-02
               1       49  0.237008977995E-02
               1       50  0.237381268826E-02
               1       51  0.237681493912E-02
               1       52  0.237921915054E-02
               1       53  0.238113053438E-02
               1       54  0.238263874044E-02
               1       55  0.238381959994E-02
               1       56  0.238473676384E-02
               1       57  0.238544323132E-02
               1       58  0.238598276411E-02
               1       59  0.238639118346E-02
               1       60  0.238669754762E-02
               1       61  0.238692520985E-02
               1       62  0.238709275855E-02
               1       63  0.238721484323E-02
               1       64  0.238730289158E-02
               1       65  0.238736572460E-02
               1       66  0.238741007775E-02
               1       67  0.238744103701E-02
               1       68  0.238746239901E-02
               1       69  0.238747696466E-02
               1       70  0.238748677542E-02
               2        1  0.501956537868E-01
               2        2  0.410207360085E-01
               2        3  0.331674068399E-01
               2        4  0.265269266222E-01
               2        5  0.209791702581E-01
               2        6  0.163999565372E-01
               2        7  0.126666145581E-01
               2        8  0.966200089752E-02
               2        9  0.727720301946E-02
               2       10  0.541316729058E-02
               2       11  0.398147865935E-02
               2       12  0.290449804237E-02
               2       13  0.211503670051E-02
               2       14  0.155571766049E-02
               2       15  0.117814509895E-02
               2       16  0.941975387294E-03
               2       17  0.813959362592E-03
               2       18  0.767004946184E-03
               2       19  0.779292625993E-03
               2       20  0.833463375617E-03
               2       21  0.915888911186E-03
               2       22  0.101602728204E-02
               2       23  0.112586211531E-02
               2       24  0.123942087306E-02
               2       25  0.135236577910E-02
               2       26  0.146165025529E-02
               2       27  0.156523348114E-02
               2       28  0.166184583840E-02
               2       29  0.175079837429E-02
               2       30  0.183182991219E-02
               2       31  0.190498599455E-02
               2       32  0.197052442221E-02
               2       33  0.202884273483E-02
               2       34  0.208042354526E-02
               2       35  0.212579418743E-02
               2       36  0.216549765555E-02
               2       37  0.220007229496E-02
               2       38  0.223003814777E-02
               2       39  0.225588825377E-02
               2       40  0.227808355686E-02
               2       41  0.229705036828E-02
               2       42  0.231317959109E-02
               2       43  0.232682711715E-02
               2       44  0.233831497342E-02
               2       45  0.234793292252E-02
               2       46  0.235594031832E-02
               2       47  0.236256808741E-02
               2       48  0.236802075571E-02
               2       49  0.237247847137E-02
               2       50  0.237609899583E-02
               2       51  0.237901964585E-02
               2       52  0.238135917589E-02
               2       53  0.238321959230E-02
               2       54  0.238468789176E-02
               2       55  0.238583771647E-02
               2       56  0.238673091824E-02
               2       57  0.238741902454E-02
               2       58  0.238794459986E-02
               2       59  0.238834249758E-02
               2       60  0.238864099901E-02
               2       61  0.238886283854E-02
               2       62  0.238902611568E-02
               2       63  0.238914509712E-02
               2       64  0.238923091365E-02
               2       65  0.238929215820E-02
               2       66  0.238933539288E-02
               2       67  0.238936557331E-02
               2       68  0.238938639916E-02
               2       69  0.238940060005E-02
               2       70  0.238941016564E-02
