              14        1  0.577370900420E-01
              14        2  0.490089994398E-01
              14        3  0.407254138675E-01
              14        4  0.331975416131E-01
              14        5  0.265827145454E-01
              14        6  0.209286981749E-01
              14        7  0.162096367477E-01
              14        8  0.123541178268E-01
              14        9  0.926620108232E-02
              14       10  0.684044963902E-02
              14       11  0.497206466693E-02
              14       12  0.356318959710E-02
              14       13  0.252635114570E-02
              14       14  0.178586759424E-02
              14       15  0.127790264383E-02
              14       16  0.949692316456E-03
              14       17  0.758334268384E-03
              14       18  0.669410321510E-03
              14       19  0.655616990790E-03
              14       20  0.695505356585E-03
              14       21  0.772378858476E-03
              14       22  0.873362345850E-03
              14       23  0.988634383313E-03
              14       24  0.111080376625E-02
              14       25  0.123440721132E-02
              14       26  0.135550556972E-02
              14       27  0.147135862270E-02
              14       28  0.158016212638E-02
              14       29  0.168083437128E-02
              14       30  0.177284262650E-02
              14       31  0.185606226055E-02
              14       32  0.193066307718E-02
              14       33  0.199701858328E-02
              14       34  0.205563466564E-02
              14       35  0.210709463977E-02
              14       36  0.215201796584E-02
              14       37  0.219103019018E-02
              14       38  0.222474191620E-02
              14       39  0.225373486107E-02
              14       40  0.227855331788E-02
              14       41  0.229969961183E-02
              14       42  0.231763240162E-02
              14       43  0.233276692114E-02
              14       44  0.234547647472E-02
              14       45  0.235609468371E-02
              14       46  0.236491813246E-02
              14       47  0.237220917898E-02
              14       48  0.237819878213E-02
              14       49  0.238308925859E-02
              14       50  0.238705692368E-02
              14       51  0.239025459539E-02
              14       52  0.239281395536E-02
              14       53  0.239484776715E-02
              14       54  0.239645195465E-02
              14       55  0.239770754327E-02
              14       56  0.239868246569E-02
              14       57  0.239943323272E-02
              14       58  0.240000646930E-02
              14       59  0.240044031583E-02
              14       60  0.240076569542E-02
              14       61  0.240100744905E-02
              14       62  0.240118534194E-02
              14       63  0.240131494610E-02
              14       64  0.240140840555E-02
              14       65  0.240147509196E-02
              14       66  0.240152215979E-02
              14       67  0.240155501034E-02
              14       68  0.240157767497E-02
              14       69  0.240159312727E-02
              14       70  0.240160353422E-02
